RecordID,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV,LeverageDistance,LeverageCutoff,LeverageFlag,MedianRegressionPrediction,MedianRegressionResidual,ResidualRobustZ,ResidualZCutoff,ResponseOutlierFlag,OutlierClass
135,0.976170,0.000000,21.890000,0,0.624000,5.757000,98.400000,2.346000,4,437,21.200000,262.760000,17.310000,15.600000,3.997906,4.830804,False,14.112875,1.487125,0.480248,3.500000,False,Regular
136,0.557780,0.000000,21.890000,0,0.624000,6.335000,98.200000,2.110700,4,437,21.200000,394.670000,16.960000,18.100000,4.152454,4.830804,False,17.258846,0.841154,0.271640,3.500000,False,Regular
137,0.322640,0.000000,21.890000,0,0.624000,5.942000,93.500000,1.966900,4,437,21.200000,378.250000,16.900000,17.400000,3.995350,4.830804,False,15.704712,1.695288,0.547472,3.500000,False,Regular
138,0.352330,0.000000,21.890000,0,0.624000,6.454000,98.400000,1.849800,4,437,21.200000,394.080000,14.590000,17.100000,4.215410,4.830804,False,18.958397,-1.858397,0.600146,3.500000,False,Regular
139,0.249800,0.000000,21.890000,0,0.624000,5.857000,98.200000,1.668600,4,437,21.200000,392.040000,21.320000,13.300000,4.250541,4.830804,False,13.971352,-0.671352,0.216805,3.500000,False,Regular
140,0.544520,0.000000,21.890000,0,0.624000,6.151000,97.900000,1.668700,4,437,21.200000,396.900000,18.460000,17.800000,4.145756,4.830804,False,16.336784,1.463216,0.472527,3.500000,False,Regular
141,0.290900,0.000000,21.890000,0,0.624000,6.174000,93.600000,1.611900,4,437,21.200000,388.080000,24.160000,14.000000,4.925958,4.830804,True,14.593592,-0.593592,0.191693,3.500000,False,Leverage only
142,1.628640,0.000000,21.890000,0,0.624000,5.019000,100.000000,1.439400,4,437,21.200000,396.900000,34.410000,14.400000,5.985255,4.830804,True,5.417495,8.982505,2.900786,3.500000,False,Leverage only
143,3.321050,0.000000,19.580000,1,0.871000,5.403000,100.000000,1.321600,5,403,14.700000,396.900000,26.820000,13.400000,9.352444,4.830804,True,14.029021,-0.629021,0.203134,3.500000,False,Leverage only
144,4.097400,0.000000,19.580000,0,0.871000,5.468000,100.000000,1.411800,5,403,14.700000,396.900000,26.420000,15.600000,9.363800,4.830804,True,12.879319,2.720681,0.878610,3.500000,False,Leverage only
145,2.779740,0.000000,19.580000,0,0.871000,4.903000,97.800000,1.345900,5,403,14.700000,396.900000,29.290000,11.800000,9.618196,4.830804,True,9.483962,2.316038,0.747935,3.500000,False,Leverage only
146,2.379340,0.000000,19.580000,0,0.871000,6.130000,100.000000,1.419100,5,403,14.700000,172.910000,27.800000,13.800000,9.542719,4.830804,True,15.709830,-1.909830,0.616755,3.500000,False,Leverage only
147,2.155050,0.000000,19.580000,0,0.871000,5.628000,100.000000,1.516600,5,403,14.700000,169.270000,16.650000,15.600000,9.289116,4.830804,True,17.237561,-1.637561,0.528830,3.500000,False,Leverage only
148,2.368620,0.000000,19.580000,0,0.871000,4.926000,95.700000,1.460800,5,403,14.700000,391.710000,29.530000,14.600000,9.676155,4.830804,True,9.477048,5.122952,1.654392,3.500000,False,Leverage only
149,2.330990,0.000000,19.580000,0,0.871000,5.186000,93.800000,1.529600,5,403,14.700000,356.990000,28.320000,17.800000,9.583120,4.830804,True,11.096318,6.703682,2.164869,3.500000,False,Leverage only
150,2.733970,0.000000,19.580000,0,0.871000,5.597000,94.900000,1.525700,5,403,14.700000,351.850000,21.450000,15.400000,9.252156,4.830804,True,15.400000,-0.000000,0.000000,3.500000,False,Leverage only
151,1.656600,0.000000,19.580000,0,0.871000,6.122000,97.300000,1.618000,5,403,14.700000,372.800000,14.100000,21.500000,9.259925,4.830804,True,20.471404,1.028596,0.332172,3.500000,False,Leverage only
152,1.496320,0.000000,19.580000,0,0.871000,5.404000,100.000000,1.591600,5,403,14.700000,341.600000,13.280000,19.600000,9.623966,4.830804,True,17.386596,2.213404,0.714791,3.500000,False,Leverage only
153,1.126580,0.000000,19.580000,1,0.871000,5.012000,88.000000,1.610200,5,403,14.700000,343.280000,12.120000,15.300000,10.006701,4.830804,True,17.614222,-2.314222,0.747349,3.500000,False,Leverage only
154,2.149180,0.000000,19.580000,0,0.871000,5.709000,98.500000,1.623200,5,403,14.700000,261.950000,15.790000,19.400000,9.327365,4.830804,True,17.839888,1.560112,0.503818,3.500000,False,Leverage only
155,1.413850,0.000000,19.580000,1,0.871000,6.129000,96.000000,1.749400,5,403,14.700000,321.020000,15.120000,17.000000,9.252835,4.830804,True,21.461334,-4.461334,1.440731,3.500000,False,Leverage only
156,3.535010,0.000000,19.580000,1,0.871000,6.152000,82.600000,1.745500,5,403,14.700000,88.010000,15.020000,15.600000,9.460833,4.830804,True,21.593006,-5.993006,1.935365,3.500000,False,Leverage only
157,2.446680,0.000000,19.580000,0,0.871000,5.272000,94.000000,1.736400,5,403,14.700000,88.630000,16.140000,13.100000,9.588271,4.830804,True,15.589864,-2.489864,0.804070,3.500000,False,Leverage only
158,1.223580,0.000000,19.580000,0,0.605000,6.943000,97.400000,1.877300,5,403,14.700000,363.430000,4.590000,41.300000,6.556326,4.830804,True,30.666845,10.633155,3.433843,3.500000,False,Leverage only
159,1.342840,0.000000,19.580000,0,0.605000,6.066000,100.000000,1.757300,5,403,14.700000,353.890000,6.430000,24.300000,6.863702,4.830804,True,25.955531,-1.655531,0.534633,3.500000,False,Leverage only
160,1.425020,0.000000,19.580000,0,0.871000,6.510000,100.000000,1.765900,5,403,14.700000,364.310000,7.390000,23.300000,9.691827,4.830804,True,24.499824,-1.199824,0.387468,3.500000,False,Leverage only
161,1.273460,0.000000,19.580000,1,0.605000,6.250000,92.600000,1.798400,5,403,14.700000,338.920000,5.500000,27.000000,6.678618,4.830804,True,28.658708,-1.658708,0.535659,3.500000,False,Leverage only
162,1.463360,0.000000,19.580000,0,0.605000,7.489000,90.800000,1.970900,5,403,14.700000,374.430000,1.730000,50.000000,6.801821,4.830804,True,34.243361,15.756639,5.088407,3.500000,True,Leverage + response
163,1.833770,0.000000,19.580000,1,0.605000,7.802000,98.200000,2.040700,5,403,14.700000,389.610000,1.920000,50.000000,7.025715,4.830804,True,36.788646,13.211354,4.266439,3.500000,True,Leverage + response
164,1.519020,0.000000,19.580000,1,0.605000,8.375000,93.900000,2.162000,5,403,14.700000,388.450000,3.320000,50.000000,7.163722,4.830804,True,38.976283,11.023717,3.559970,3.500000,True,Leverage + response
165,2.242360,0.000000,19.580000,0,0.605000,5.854000,91.800000,2.422000,5,403,14.700000,395.110000,11.640000,22.700000,6.300209,4.830804,True,22.445760,0.254240,0.082104,3.500000,False,Leverage only
166,2.924000,0.000000,19.580000,0,0.605000,6.101000,93.000000,2.283400,5,403,14.700000,240.160000,9.810000,25.000000,6.421834,4.830804,True,24.293799,0.706201,0.228059,3.500000,False,Leverage only
167,2.010190,0.000000,19.580000,0,0.605000,7.929000,96.200000,2.045900,5,403,14.700000,369.300000,3.700000,50.000000,6.875461,4.830804,True,35.359804,14.640196,4.727866,3.500000,True,Leverage + response
168,1.800280,0.000000,19.580000,0,0.605000,5.877000,79.200000,2.425900,5,403,14.700000,227.610000,12.140000,23.800000,6.018640,4.830804,True,22.666469,1.133531,0.366060,3.500000,False,Leverage only
169,2.300400,0.000000,19.580000,0,0.605000,6.319000,96.100000,2.100000,5,403,14.700000,297.090000,11.100000,23.800000,6.122905,4.830804,True,25.074506,-1.274506,0.411586,3.500000,False,Leverage only
170,2.449530,0.000000,19.580000,0,0.605000,6.402000,95.200000,2.262500,5,403,14.700000,330.040000,11.320000,22.300000,6.090111,4.830804,True,25.212351,-2.912351,0.940507,3.500000,False,Leverage only
171,1.207420,0.000000,19.580000,0,0.605000,5.875000,94.600000,2.425900,5,403,14.700000,292.290000,14.430000,17.400000,6.034116,4.830804,True,21.627665,-4.227665,1.365271,3.500000,False,Leverage only
172,2.313900,0.000000,19.580000,0,0.605000,5.880000,97.300000,2.388700,5,403,14.700000,348.130000,12.030000,19.100000,6.350835,4.830804,True,22.351538,-3.251538,1.050043,3.500000,False,Leverage only
173,0.139140,0.000000,4.050000,0,0.510000,5.572000,88.500000,2.596100,5,296,16.600000,396.900000,14.690000,23.100000,3.758961,4.830804,False,20.824209,2.275791,0.734938,3.500000,False,Regular
174,0.091780,0.000000,4.050000,0,0.510000,6.416000,84.100000,2.646300,5,296,16.600000,395.500000,9.040000,23.600000,2.933511,4.830804,False,26.832768,-3.232768,1.043981,3.500000,False,Regular
175,0.084470,0.000000,4.050000,0,0.510000,5.859000,68.700000,2.701900,5,296,16.600000,393.230000,9.640000,22.600000,3.207801,4.830804,False,24.235939,-1.635939,0.528306,3.500000,False,Regular
176,0.066640,0.000000,4.050000,0,0.510000,6.546000,33.100000,3.132300,5,296,16.600000,390.960000,5.330000,29.400000,3.100122,4.830804,False,29.214532,0.185468,0.059895,3.500000,False,Regular
177,0.070220,0.000000,4.050000,0,0.510000,6.020000,47.200000,3.554900,5,296,16.600000,393.230000,10.110000,23.200000,2.839908,4.830804,False,24.330695,-1.130695,0.365144,3.500000,False,Regular
178,0.054250,0.000000,4.050000,0,0.510000,6.315000,73.400000,3.317500,5,296,16.600000,395.600000,6.290000,24.600000,2.921296,4.830804,False,26.831678,-2.231678,0.720692,3.500000,False,Regular
179,0.066420,0.000000,4.050000,0,0.510000,6.860000,74.400000,2.915300,5,296,16.600000,391.270000,6.920000,29.900000,2.627030,4.830804,False,29.573779,0.326221,0.105349,3.500000,False,Regular
180,0.057800,0.000000,2.460000,0,0.488000,6.980000,58.400000,2.829000,3,193,17.800000,396.900000,5.040000,37.200000,3.019627,4.830804,False,31.283496,5.916504,1.910660,3.500000,False,Regular
181,0.065880,0.000000,2.460000,0,0.488000,7.765000,83.300000,2.741000,3,193,17.800000,395.560000,7.560000,39.800000,3.862575,4.830804,False,33.697733,6.102267,1.970650,3.500000,False,Regular
182,0.068880,0.000000,2.460000,0,0.488000,6.144000,62.200000,2.597900,3,193,17.800000,396.900000,9.450000,36.200000,3.360692,4.830804,False,25.960497,10.239503,3.306718,3.500000,False,Regular
183,0.091030,0.000000,2.460000,0,0.488000,7.155000,92.200000,2.700600,3,193,17.800000,394.120000,4.820000,37.900000,3.599803,4.830804,False,31.676447,6.223553,2.009818,3.500000,False,Regular
184,0.100080,0.000000,2.460000,0,0.488000,6.563000,95.600000,2.847000,3,193,17.800000,396.900000,5.680000,32.500000,3.789344,4.830804,False,28.369125,4.130875,1.334014,3.500000,False,Regular
185,0.083080,0.000000,2.460000,0,0.488000,5.604000,89.800000,2.987900,3,193,17.800000,391.000000,13.980000,26.400000,3.947942,4.830804,False,20.877591,5.522409,1.783392,3.500000,False,Regular
186,0.060470,0.000000,2.460000,0,0.488000,6.153000,68.800000,3.279700,3,193,17.800000,387.110000,13.150000,29.600000,3.038012,4.830804,False,23.842835,5.757165,1.859204,3.500000,False,Regular
187,0.056020,0.000000,2.460000,0,0.488000,7.831000,53.600000,3.199200,3,193,17.800000,392.630000,4.450000,50.000000,3.696494,4.830804,False,35.190394,14.809606,4.782575,3.500000,True,Response only
188,0.078750,45.000000,3.440000,0,0.437000,6.782000,41.100000,3.788600,5,398,15.200000,393.870000,6.680000,32.000000,4.352921,4.830804,False,31.687713,0.312287,0.100849,3.500000,False,Regular
189,0.125790,45.000000,3.440000,0,0.437000,6.556000,29.100000,4.566700,5,398,15.200000,382.840000,4.560000,29.800000,4.162741,4.830804,False,30.776200,-0.976200,0.315252,3.500000,False,Regular
190,0.083700,45.000000,3.440000,0,0.437000,7.185000,38.900000,4.566700,5,398,15.200000,396.900000,5.390000,34.900000,4.100665,4.830804,False,33.256604,1.643396,0.530714,3.500000,False,Regular
191,0.090680,45.000000,3.440000,0,0.437000,6.951000,21.500000,6.479800,5,398,15.200000,377.680000,5.100000,37.000000,4.105038,4.830804,False,30.563004,6.436996,2.078746,3.500000,False,Regular
192,0.069110,45.000000,3.440000,0,0.437000,6.739000,30.800000,6.479800,5,398,15.200000,389.710000,4.690000,30.500000,3.996297,4.830804,False,29.539508,0.960492,0.310179,3.500000,False,Regular
193,0.086640,45.000000,3.440000,0,0.437000,7.178000,26.300000,6.479800,5,398,15.200000,390.490000,2.870000,36.400000,4.195626,4.830804,False,32.331464,4.068536,1.313882,3.500000,False,Regular
194,0.021870,60.000000,2.930000,0,0.401000,6.800000,9.900000,6.219600,1,265,15.600000,393.370000,5.030000,31.100000,4.385075,4.830804,False,31.887945,-0.787945,0.254457,3.500000,False,Regular
195,0.014390,60.000000,2.930000,0,0.401000,6.604000,18.800000,6.219600,1,265,15.600000,376.700000,4.380000,29.100000,4.275602,4.830804,False,31.030655,-1.930655,0.623481,3.500000,False,Regular
196,0.013810,80.000000,0.460000,0,0.422000,7.875000,32.000000,5.648400,4,255,14.400000,394.230000,2.970000,50.000000,6.801077,4.830804,True,39.981783,10.018217,3.235256,3.500000,False,Leverage only
197,0.040110,80.000000,1.520000,0,0.404000,7.287000,34.100000,7.309000,2,329,12.600000,396.900000,4.080000,33.300000,5.899673,4.830804,True,35.537342,-2.237342,0.722521,3.500000,False,Leverage only
198,0.046660,80.000000,1.520000,0,0.404000,7.107000,36.600000,7.309000,2,329,12.600000,354.310000,8.610000,30.300000,5.942869,4.830804,True,33.034281,-2.734281,0.883002,3.500000,False,Leverage only
199,0.037680,80.000000,1.520000,0,0.404000,7.274000,38.300000,7.309000,2,329,12.600000,392.200000,6.620000,34.600000,5.934721,4.830804,True,34.494830,0.105170,0.033963,3.500000,False,Leverage only
200,0.031500,95.000000,1.470000,0,0.403000,6.975000,15.300000,7.653400,3,402,17.000000,396.900000,4.560000,34.900000,7.481620,4.830804,True,30.336398,4.563602,1.473757,3.500000,False,Leverage only
201,0.017780,95.000000,1.470000,0,0.403000,7.135000,13.900000,7.653400,3,402,17.000000,384.300000,4.450000,32.900000,7.537962,4.830804,True,31.155415,1.744585,0.563392,3.500000,False,Leverage only
202,0.034450,82.500000,2.030000,0,0.415000,6.162000,38.400000,6.270000,2,348,14.700000,393.770000,7.430000,24.100000,6.292345,4.830804,True,28.156572,-4.056572,1.310019,3.500000,False,Leverage only
203,0.021770,82.500000,2.030000,0,0.415000,7.610000,15.700000,6.270000,2,348,14.700000,395.380000,3.110000,42.300000,6.377671,4.830804,True,36.925184,5.374816,1.735729,3.500000,False,Leverage only
204,0.035100,95.000000,2.680000,0,0.416100,7.853000,33.200000,5.118000,4,224,14.700000,392.780000,3.810000,48.500000,9.428330,4.830804,True,40.919812,7.580188,2.447926,3.500000,False,Leverage only
205,0.020090,95.000000,2.680000,0,0.416100,8.034000,31.900000,5.118000,4,224,14.700000,390.550000,2.880000,50.000000,9.472404,4.830804,True,42.127068,7.872932,2.542464,3.500000,False,Leverage only
206,0.136420,0.000000,10.590000,0,0.489000,5.891000,22.300000,3.945400,4,277,18.600000,396.900000,10.870000,22.600000,2.998259,4.830804,False,22.250278,0.349722,0.112938,3.500000,False,Regular
207,0.229690,0.000000,10.590000,0,0.489000,6.326000,52.500000,4.354900,4,277,18.600000,394.870000,10.970000,24.400000,1.876732,4.830804,False,23.242087,1.157913,0.373933,3.500000,False,Regular
208,0.251990,0.000000,10.590000,0,0.489000,5.783000,72.700000,4.354900,4,277,18.600000,389.430000,18.060000,22.500000,2.652035,4.830804,False,17.787435,4.712565,1.521863,3.500000,False,Regular
209,0.135870,0.000000,10.590000,1,0.489000,6.064000,59.100000,4.239200,4,277,18.600000,381.320000,14.660000,24.400000,2.166174,4.830804,False,22.112975,2.287025,0.738566,3.500000,False,Regular
210,0.435710,0.000000,10.590000,1,0.489000,5.344000,100.000000,3.875000,4,277,18.600000,396.900000,23.090000,20.000000,4.024796,4.830804,False,15.309603,4.690397,1.514704,3.500000,False,Regular
211,0.174460,0.000000,10.590000,1,0.489000,5.960000,92.100000,3.877100,4,277,18.600000,393.250000,17.270000,21.700000,2.934685,4.830804,False,20.451616,1.248384,0.403150,3.500000,False,Regular
212,0.375780,0.000000,10.590000,1,0.489000,5.404000,88.600000,3.665000,4,277,18.600000,395.240000,23.980000,19.300000,4.029470,4.830804,False,15.720823,3.579177,1.155850,3.500000,False,Regular
213,0.217190,0.000000,10.590000,1,0.489000,5.807000,53.800000,3.652600,4,277,18.600000,390.940000,16.030000,22.400000,2.680528,4.830804,False,21.129735,1.270265,0.410216,3.500000,False,Regular
214,0.140520,0.000000,10.590000,0,0.489000,6.375000,32.300000,3.945400,4,277,18.600000,385.810000,9.380000,28.100000,2.497290,4.830804,False,24.863954,3.236046,1.045040,3.500000,False,Regular
215,0.289550,0.000000,10.590000,0,0.489000,5.412000,9.800000,3.587500,4,277,18.600000,348.930000,29.550000,23.700000,7.508238,4.830804,True,13.959605,9.740395,3.145537,3.500000,False,Leverage only
216,0.198020,0.000000,10.590000,0,0.489000,6.182000,42.400000,3.945400,4,277,18.600000,393.630000,9.470000,25.000000,2.118927,4.830804,False,23.726933,1.273067,0.411121,3.500000,False,Regular
217,0.045600,0.000000,13.890000,1,0.550000,5.888000,56.000000,3.112100,5,276,16.400000,392.800000,13.510000,23.300000,4.394632,4.830804,False,24.211237,-0.911237,0.294273,3.500000,False,Regular
218,0.070130,0.000000,13.890000,0,0.550000,6.642000,85.100000,3.421100,5,276,16.400000,392.780000,9.690000,28.700000,4.326251,4.830804,False,26.827203,1.872797,0.604796,3.500000,False,Regular
219,0.110690,0.000000,13.890000,1,0.550000,5.951000,93.800000,2.889300,5,276,16.400000,396.900000,17.920000,21.500000,4.784777,4.830804,False,22.453447,-0.953447,0.307903,3.500000,False,Regular
220,0.114250,0.000000,13.890000,1,0.550000,6.373000,92.400000,3.363300,5,276,16.400000,393.740000,10.500000,23.000000,4.520660,4.830804,False,26.596259,-3.596259,1.161366,3.500000,False,Regular
221,0.358090,0.000000,6.200000,1,0.507000,6.951000,88.500000,2.861700,8,307,17.400000,391.700000,9.710000,26.700000,2.837992,4.830804,False,29.968198,-3.268198,1.055423,3.500000,False,Regular
222,0.407710,0.000000,6.200000,1,0.507000,6.164000,91.300000,3.048000,8,307,17.400000,395.240000,21.460000,21.700000,4.148108,4.830804,False,21.840027,-0.140027,0.045220,3.500000,False,Regular
223,0.623560,0.000000,6.200000,1,0.507000,6.879000,77.700000,3.272100,8,307,17.400000,390.390000,9.930000,27.500000,2.364900,4.830804,False,29.287783,-1.787783,0.577342,3.500000,False,Regular
224,0.614700,0.000000,6.200000,0,0.507000,6.618000,80.800000,3.272100,8,307,17.400000,396.900000,7.600000,30.100000,2.493406,4.830804,False,27.428676,2.671324,0.862670,3.500000,False,Regular
225,0.315330,0.000000,6.200000,0,0.504000,8.266000,78.300000,2.894400,8,307,17.400000,385.050000,4.140000,44.800000,4.044436,4.830804,False,36.921628,7.878372,2.544220,3.500000,False,Regular
226,0.526930,0.000000,6.200000,0,0.504000,8.725000,83.000000,2.894400,8,307,17.400000,382.000000,4.630000,50.000000,4.914855,4.830804,True,38.788320,11.211680,3.620670,3.500000,True,Leverage + response
227,0.382140,0.000000,6.200000,0,0.504000,8.040000,86.500000,3.215700,8,307,17.400000,387.380000,3.130000,37.600000,3.757663,4.830804,False,35.714927,1.885073,0.608760,3.500000,False,Regular
228,0.412380,0.000000,6.200000,0,0.504000,7.163000,79.900000,3.215700,8,307,17.400000,372.080000,6.360000,31.600000,2.621073,4.830804,False,30.568047,1.031953,0.333256,3.500000,False,Regular
229,0.298190,0.000000,6.200000,0,0.504000,7.686000,17.000000,3.375100,8,307,17.400000,377.510000,3.920000,46.700000,4.188586,4.830804,False,34.927159,11.772841,3.801890,3.500000,True,Response only
230,0.441780,0.000000,6.200000,0,0.504000,6.552000,21.400000,3.375100,8,307,17.400000,380.340000,3.760000,31.500000,3.120405,4.830804,False,29.554714,1.945286,0.628206,3.500000,False,Regular
231,0.537000,0.000000,6.200000,0,0.504000,5.981000,68.100000,3.671500,8,307,17.400000,378.350000,11.650000,24.300000,2.398281,4.830804,False,22.860177,1.439823,0.464972,3.500000,False,Regular
232,0.462960,0.000000,6.200000,0,0.504000,7.412000,76.900000,3.671500,8,307,17.400000,376.140000,5.250000,31.700000,2.702496,4.830804,False,31.700000,0.000000,0.000000,3.500000,False,Regular
233,0.575290,0.000000,6.200000,0,0.507000,8.337000,73.300000,3.838400,8,307,17.400000,385.910000,2.470000,41.700000,4.023715,4.830804,False,36.874727,4.825273,1.558261,3.500000,False,Regular
234,0.331470,0.000000,6.200000,0,0.507000,8.247000,70.400000,3.651900,8,307,17.400000,378.950000,3.950000,48.300000,3.883057,4.830804,False,36.209364,12.090636,3.904518,3.500000,True,Response only
235,0.447910,0.000000,6.200000,1,0.507000,6.726000,66.500000,3.651900,8,307,17.400000,360.200000,8.050000,29.000000,2.011815,4.830804,False,29.068814,-0.068814,0.022223,3.500000,False,Regular
236,0.330450,0.000000,6.200000,0,0.507000,6.086000,61.500000,3.651900,8,307,17.400000,376.750000,10.880000,24.000000,2.268977,4.830804,False,23.762941,0.237059,0.076555,3.500000,False,Regular
237,0.520580,0.000000,6.200000,1,0.507000,6.631000,76.500000,4.148000,8,307,17.400000,388.450000,9.540000,25.100000,2.120285,4.830804,False,27.369634,-2.269634,0.732950,3.500000,False,Regular
238,0.511830,0.000000,6.200000,0,0.507000,7.358000,71.600000,4.148000,8,307,17.400000,390.070000,4.730000,31.500000,2.590730,4.830804,False,31.184694,0.315306,0.101824,3.500000,False,Regular
239,0.082440,30.000000,4.930000,0,0.428000,6.481000,18.500000,6.189900,6,300,16.600000,379.410000,6.360000,23.700000,2.154549,4.830804,False,27.914140,-4.214140,1.360903,3.500000,False,Regular
240,0.092520,30.000000,4.930000,0,0.428000,6.606000,42.200000,6.189900,6,300,16.600000,383.780000,7.370000,23.300000,1.918682,4.830804,False,27.693209,-4.393209,1.418731,3.500000,False,Regular
241,0.113290,30.000000,4.930000,0,0.428000,6.897000,54.300000,6.336100,6,300,16.600000,391.250000,11.380000,22.000000,2.611180,4.830804,False,27.249657,-5.249657,1.695310,3.500000,False,Regular
242,0.106120,30.000000,4.930000,0,0.428000,6.095000,65.100000,6.336100,6,300,16.600000,394.620000,12.400000,20.100000,2.760822,4.830804,False,22.915982,-2.815982,0.909386,3.500000,False,Regular
243,0.102900,30.000000,4.930000,0,0.428000,6.358000,52.900000,7.035500,6,300,16.600000,372.750000,11.220000,22.200000,2.438233,4.830804,False,24.061480,-1.861480,0.601141,3.500000,False,Regular
244,0.127570,30.000000,4.930000,0,0.428000,6.393000,7.800000,7.035500,6,300,16.600000,374.710000,5.190000,23.700000,2.502328,4.830804,False,27.217707,-3.517707,1.135999,3.500000,False,Regular
245,0.206080,22.000000,5.860000,0,0.431000,5.593000,76.500000,7.954900,7,330,19.100000,372.490000,12.500000,17.600000,4.059198,4.830804,False,16.055100,1.544900,0.498906,3.500000,False,Regular
246,0.191330,22.000000,5.860000,0,0.431000,5.605000,70.200000,7.954900,7,330,19.100000,389.130000,18.460000,18.500000,3.967950,4.830804,False,14.115208,4.384792,1.416013,3.500000,False,Regular
247,0.339830,22.000000,5.860000,0,0.431000,6.108000,34.900000,8.055500,7,330,19.100000,390.180000,9.160000,24.300000,2.991917,4.830804,False,20.324349,3.975651,1.283886,3.500000,False,Regular
248,0.196570,22.000000,5.860000,0,0.431000,6.226000,79.200000,8.055500,7,330,19.100000,376.140000,10.150000,20.500000,4.035575,4.830804,False,19.707591,0.792409,0.255898,3.500000,False,Regular
249,0.164390,22.000000,5.860000,0,0.431000,6.433000,49.100000,7.826500,7,330,19.100000,374.710000,9.520000,24.500000,2.971220,4.830804,False,21.719617,2.780383,0.897889,3.500000,False,Regular
250,0.190730,22.000000,5.860000,0,0.431000,6.718000,17.500000,7.826500,7,330,19.100000,393.740000,6.560000,26.200000,3.233921,4.830804,False,24.704327,1.495673,0.483009,3.500000,False,Regular
251,0.140300,22.000000,5.860000,0,0.431000,6.487000,13.000000,7.396700,7,330,19.100000,396.280000,5.900000,24.400000,2.908141,4.830804,False,24.400000,0.000000,0.000000,3.500000,False,Regular
252,0.214090,22.000000,5.860000,0,0.431000,6.438000,8.900000,7.396700,7,330,19.100000,377.070000,3.590000,24.800000,3.063108,4.830804,False,25.058557,-0.258557,0.083498,3.500000,False,Regular
253,0.082210,22.000000,5.860000,0,0.431000,6.957000,6.800000,8.906700,7,330,19.100000,386.090000,3.530000,29.600000,4.415283,4.830804,False,25.976140,3.623860,1.170280,3.500000,False,Regular
254,0.368940,22.000000,5.860000,0,0.431000,8.259000,8.400000,8.906700,7,330,19.100000,396.900000,3.540000,42.800000,6.253018,4.830804,True,32.023073,10.776927,3.480272,3.500000,False,Leverage only
255,0.048190,80.000000,3.640000,0,0.392000,6.108000,32.000000,9.220300,1,315,16.400000,392.890000,6.570000,21.900000,5.950961,4.830804,True,24.221521,-2.321521,0.749706,3.500000,False,Leverage only
256,0.035480,80.000000,3.640000,0,0.392000,5.876000,19.100000,9.220300,1,315,16.400000,395.180000,9.250000,20.900000,5.850954,4.830804,True,22.424996,-1.524996,0.492478,3.500000,False,Leverage only
257,0.015380,90.000000,3.750000,0,0.394000,7.454000,34.200000,6.336100,3,244,15.900000,386.340000,3.110000,44.000000,7.967219,4.830804,True,36.702710,7.297290,2.356567,3.500000,False,Leverage only
258,0.611540,20.000000,3.970000,0,0.647000,8.704000,86.900000,1.801000,5,264,13.000000,389.700000,5.120000,50.000000,7.004040,4.830804,True,42.174218,7.825782,2.527237,3.500000,False,Leverage only
259,0.663510,20.000000,3.970000,0,0.647000,7.333000,100.000000,1.894600,5,264,13.000000,383.290000,7.790000,36.000000,6.276496,4.830804,True,34.430973,1.569027,0.506698,3.500000,False,Leverage only
260,0.656650,20.000000,3.970000,0,0.647000,6.842000,100.000000,2.010700,5,264,13.000000,391.930000,6.900000,30.100000,6.415773,4.830804,True,32.318246,-2.218246,0.716355,3.500000,False,Leverage only
261,0.540110,20.000000,3.970000,0,0.647000,7.203000,81.800000,2.112100,5,264,13.000000,392.800000,9.590000,33.800000,6.124262,4.830804,True,33.310303,0.489697,0.158141,3.500000,False,Leverage only
262,0.534120,20.000000,3.970000,0,0.647000,7.520000,89.400000,2.139800,5,264,13.000000,388.370000,7.260000,43.100000,6.183631,4.830804,True,35.455112,7.644888,2.468820,3.500000,False,Leverage only
263,0.520140,20.000000,3.970000,0,0.647000,8.398000,91.500000,2.288500,5,264,13.000000,386.860000,5.910000,48.800000,6.677591,4.830804,True,39.864426,8.935574,2.885631,3.500000,False,Leverage only
264,0.825260,20.000000,3.970000,0,0.647000,7.327000,94.500000,2.078800,5,264,13.000000,393.420000,11.250000,31.000000,6.208368,4.830804,True,33.062075,-2.062075,0.665921,3.500000,False,Leverage only
265,0.550070,20.000000,3.970000,0,0.647000,7.206000,91.600000,1.930100,5,264,13.000000,387.890000,8.100000,36.500000,6.187635,4.830804,True,33.859824,2.640176,0.852611,3.500000,False,Leverage only
266,0.761620,20.000000,3.970000,0,0.647000,5.560000,62.800000,1.986500,5,264,13.000000,392.400000,10.450000,22.800000,6.986861,4.830804,True,25.749620,-2.949620,0.952542,3.500000,False,Leverage only
267,0.785700,20.000000,3.970000,0,0.647000,7.014000,84.600000,2.132900,5,264,13.000000,384.070000,14.790000,30.700000,6.326034,4.830804,True,30.468888,0.231112,0.074635,3.500000,False,Leverage only
268,0.578340,20.000000,3.970000,0,0.575000,8.297000,67.000000,2.421600,5,264,13.000000,384.540000,7.440000,50.000000,5.942152,4.830804,True,40.022401,9.977599,3.222139,3.500000,False,Leverage only
269,0.540500,20.000000,3.970000,0,0.575000,7.470000,52.600000,2.872000,5,264,13.000000,390.300000,3.160000,43.500000,5.212106,4.830804,True,37.457645,6.042355,1.951302,3.500000,False,Leverage only
