Dataset,ContaminationRate,Repetition,RecordID,OriginalResponse,AddedNoise,ContaminatedResponse
Boston Housing,0.1,11,190,34.9,129.1080288,164.0080288
Boston Housing,0.1,11,223,27.5,75.06566985,102.5656699
Boston Housing,0.1,11,227,37.6,15.77586957,53.37586957
Boston Housing,0.1,11,230,31.5,50.93442569,82.43442569
Boston Housing,0.1,11,248,20.5,-48.16849657,-27.66849657
Boston Housing,0.1,11,251,24.4,54.3380013,78.7380013
Boston Housing,0.1,11,297,27.1,15.01698234,42.11698234
Boston Housing,0.1,11,332,17.1,76.69112481,93.79112481
Boston Housing,0.1,11,338,18.5,-75.646032,-57.146032
Boston Housing,0.1,11,344,23.9,68.21353418,92.11353418
Boston Housing,0.1,11,361,25,-51.83154026,-26.83154026
Boston Housing,0.1,11,380,10.2,127.7701912,137.9701912
Boston Housing,0.1,11,390,11.5,-90.35889683,-78.85889683
Boston Housing,0.1,11,393,9.7,-39.32315211,-29.62315211
Boston Housing,0.1,11,429,11,137.2561118,148.2561118
Boston Housing,0.1,11,436,13.4,5.410189152,18.81018915
Boston Housing,0.1,11,447,14.9,18.54410833,33.44410833
Boston Housing,0.1,11,451,13.4,21.68746746,35.08746746
Boston Housing,0.1,11,461,16.4,51.43672043,67.83672043
Boston Housing,0.1,11,476,13.3,-30.44855825,-17.14855825
Boston Housing,0.1,11,499,21.2,-13.08947525,8.110524751
Boston Housing,0.1,11,506,11.9,47.44541407,59.34541407
Boston Housing,0.1,12,19,20.2,138.7181612,158.9181612
Boston Housing,0.1,12,22,19.6,124.0574764,143.6574764
Boston Housing,0.1,12,39,24.7,63.49657261,88.19657261
Boston Housing,0.1,12,43,25.3,-21.83245355,3.46754645
Boston Housing,0.1,12,64,25,87.74989452,112.7498945
Boston Housing,0.1,12,72,21.7,-138.5192679,-116.8192679
Boston Housing,0.1,12,77,20,-106.9973507,-86.99735068
Boston Housing,0.1,12,83,24.8,-9.219537698,15.5804623
Boston Housing,0.1,12,109,19.8,-116.7008919,-96.90089189
Boston Housing,0.1,12,128,16.2,95.05695052,111.2569505
Boston Housing,0.1,12,138,17.1,51.06194081,68.16194081
Boston Housing,0.1,12,183,37.9,-30.91113486,6.988865136
Boston Housing,0.1,12,188,32,-22.3616905,9.638309497
Boston Housing,0.1,12,193,36.4,-41.3055073,-4.905507298
Boston Housing,0.1,12,207,24.4,36.58805849,60.98805849
Boston Housing,0.1,12,218,28.7,-55.39819659,-26.69819659
Boston Housing,0.1,12,219,21.5,29.1429156,50.6429156
Boston Housing,0.1,12,228,31.6,-96.07165452,-64.47165452
Boston Housing,0.1,12,233,41.7,93.80934751,135.5093475
Boston Housing,0.1,12,245,17.6,-86.44959895,-68.84959895
Boston Housing,0.1,12,250,26.2,60.83206738,87.03206738
Boston Housing,0.1,12,274,35.2,64.31782484,99.51782484
Boston Housing,0.1,12,279,29.1,-74.47351591,-45.37351591
Boston Housing,0.1,12,333,19.4,-30.69594202,-11.29594202
Boston Housing,0.1,12,336,21.1,48.32271975,69.42271975
Boston Housing,0.1,12,367,21.9,150.8015499,172.7015499
Boston Housing,0.1,12,378,13.3,3.75420845,17.05420845
Boston Housing,0.1,12,391,15.1,-37.85888908,-22.75888908
Boston Housing,0.1,12,397,12.5,-57.77020238,-45.27020238
Boston Housing,0.1,12,412,17.2,-41.84512854,-24.64512854
Boston Housing,0.1,12,434,14.3,141.5287255,155.8287255
Boston Housing,0.1,12,437,9.6,110.7518897,120.3518897
Boston Housing,0.1,12,465,21.4,19.49434647,40.89434647
Boston Housing,0.1,12,496,23.1,32.7489922,55.8489922
Boston Housing,0.1,12,503,20.6,35.73880715,56.33880715
Boston Housing,0.1,12,504,23.9,-122.3910111,-98.49101113
Boston Housing,0.1,13,23,15.2,-132.6924693,-117.4924693
Boston Housing,0.1,13,24,14.5,60.83194984,75.33194984
Boston Housing,0.1,13,25,15.6,-101.5290322,-85.92903221
Boston Housing,0.1,13,32,14.5,-22.90434742,-8.404347421
Boston Housing,0.1,13,34,13.1,-39.53603657,-26.43603657
Boston Housing,0.1,13,69,17.4,-80.19937456,-62.79937456
Boston Housing,0.1,13,75,24.1,109.1268864,133.2268864
Boston Housing,0.1,13,76,21.4,-16.83706045,4.562939549
Boston Housing,0.1,13,77,20,8.125206678,28.12520668
Boston Housing,0.1,13,86,26.6,-22.37968267,4.220317329
Boston Housing,0.1,13,88,22.2,69.61339168,91.81339168
Boston Housing,0.1,13,91,22.6,43.96105588,66.56105588
Boston Housing,0.1,13,128,16.2,-3.792411587,12.40758841
Boston Housing,0.1,13,173,23.1,55.84968764,78.94968764
Boston Housing,0.1,13,178,24.6,70.35278847,94.95278847
Boston Housing,0.1,13,193,36.4,39.36653378,75.76653378
Boston Housing,0.1,13,227,37.6,2.437410516,40.03741052
Boston Housing,0.1,13,238,31.5,2.685881961,34.18588196
Boston Housing,0.1,13,242,20.1,-94.69406161,-74.59406161
Boston Housing,0.1,13,243,22.2,-47.50615778,-25.30615778
Boston Housing,0.1,13,295,21.7,190.918852,212.618852
Boston Housing,0.1,13,299,22.5,-33.96885574,-11.46885574
Boston Housing,0.1,13,303,26.4,-39.33065922,-12.93065922
Boston Housing,0.1,13,313,19.4,66.38358943,85.78358943
Boston Housing,0.1,13,314,21.6,-4.97963153,16.62036847
Boston Housing,0.1,13,324,18.5,86.57943753,105.0794375
Boston Housing,0.1,13,328,22.2,16.24633957,38.44633957
Boston Housing,0.1,13,333,19.4,-46.96164802,-27.56164802
Boston Housing,0.1,13,341,18.7,23.51274002,42.21274002
Boston Housing,0.1,13,344,23.9,25.60553552,49.50553552
Boston Housing,0.1,13,367,21.9,56.48261585,78.38261585
Boston Housing,0.1,13,377,13.9,82.7438267,96.6438267
Boston Housing,0.1,13,393,9.7,-28.41274868,-18.71274868
Boston Housing,0.1,13,430,9.5,-104.9717116,-95.47171158
Boston Housing,0.1,13,499,21.2,-114.828978,-93.62897798
Boston Housing,0.1,13,501,16.8,-34.59379321,-17.79379321
Boston Housing,0.1,14,4,33.4,-171.0070752,-137.6070752
Boston Housing,0.1,14,18,17.5,66.84755723,84.34755723
Boston Housing,0.1,14,27,16.6,-7.685403021,8.914596979
Boston Housing,0.1,14,35,13.5,-92.68215786,-79.18215786
Boston Housing,0.1,14,45,21.2,-10.03269209,11.16730791
Boston Housing,0.1,14,50,19.4,68.07580462,87.47580462
Boston Housing,0.1,14,63,22.2,54.12639086,76.32639086
Boston Housing,0.1,14,77,20,52.34206897,72.34206897
Boston Housing,0.1,14,100,33.2,-23.63818553,9.561814468
Boston Housing,0.1,14,111,21.7,-46.78880189,-25.08880189
Boston Housing,0.1,14,132,19.6,12.74426614,32.34426614
Boston Housing,0.1,14,179,29.9,-37.06166321,-7.161663208
Boston Housing,0.1,14,185,26.4,58.17207679,84.57207679
Boston Housing,0.1,14,191,37,18.72087326,55.72087326
Boston Housing,0.1,14,223,27.5,46.17972517,73.67972517
Boston Housing,0.1,14,232,31.7,-23.38850952,8.311490477
Boston Housing,0.1,14,245,17.6,55.99786853,73.59786853
Boston Housing,0.1,14,288,23.2,-67.96824996,-44.76824996
Boston Housing,0.1,14,295,21.7,16.97568602,38.67568602
Boston Housing,0.1,14,302,22,-1.713994848,20.28600515
Boston Housing,0.1,14,309,22.8,16.04138437,38.84138437
Boston Housing,0.1,14,311,16.1,-61.13345242,-45.03345242
Boston Housing,0.1,14,318,19.8,-17.97992045,1.820079554
Boston Housing,0.1,14,344,23.9,81.60760226,105.5076023
Boston Housing,0.1,14,397,12.5,-2.350373252,10.14962675
Boston Housing,0.1,14,409,17.2,147.5246226,164.7246226
Boston Housing,0.1,14,431,14.5,-21.47765696,-6.977656956
Boston Housing,0.1,14,450,13,150.3545885,163.3545885
Boston Housing,0.1,14,467,19,-1.6887952,17.3112048
Boston Housing,0.1,14,472,19.6,-48.09822243,-28.49822243
Boston Housing,0.1,14,473,23.2,13.63072241,36.83072241
Boston Housing,0.1,14,481,23,52.307193,75.307193
Boston Housing,0.1,14,482,23.7,85.47928427,109.1792843
Boston Housing,0.1,14,483,25,52.82881149,77.82881149
Boston Housing,0.1,14,499,21.2,-10.05465536,11.14534464
Boston Housing,0.1,14,501,16.8,-45.7893733,-28.9893733
Boston Housing,0.1,15,25,15.6,-99.78540803,-84.18540803
Boston Housing,0.1,15,28,14.8,-57.6417553,-42.8417553
Boston Housing,0.1,15,48,16.6,153.2067562,169.8067562
Boston Housing,0.1,15,140,17.8,40.8815152,58.6815152
Boston Housing,0.1,15,180,37.2,11.20897333,48.40897333
Boston Housing,0.1,15,183,37.9,34.79795338,72.69795338
Boston Housing,0.1,15,186,29.6,-53.32589949,-23.72589949
Boston Housing,0.1,15,191,37,108.2341217,145.2341217
Boston Housing,0.1,15,194,31.1,30.96759816,62.06759816
Boston Housing,0.1,15,213,22.4,-39.80055016,-17.40055016
Boston Housing,0.1,15,227,37.6,-9.349103197,28.2508968
Boston Housing,0.1,15,241,22,4.158150882,26.15815088
Boston Housing,0.1,15,249,24.5,84.81596228,109.3159623
Boston Housing,0.1,15,270,20.7,-1.322941484,19.37705852
Boston Housing,0.1,15,278,33.1,51.31071918,84.41071918
Boston Housing,0.1,15,289,22.3,-141.5090095,-119.2090095
Boston Housing,0.1,15,311,16.1,-14.41089447,1.689105529
Boston Housing,0.1,15,313,19.4,-13.31539,6.084609996
Boston Housing,0.1,15,315,23.8,-50.27820103,-26.47820103
Boston Housing,0.1,15,327,23,-39.06552857,-16.06552857
Boston Housing,0.1,15,328,22.2,-17.62415312,4.575846885
Boston Housing,0.1,15,361,25,18.39547483,43.39547483
Boston Housing,0.1,15,378,13.3,-75.84707509,-62.54707509
Boston Housing,0.1,15,395,12.7,0.7196699924,13.41966999
Boston Housing,0.1,15,400,6.3,5.071092692,11.37109269
Boston Housing,0.1,15,423,20.8,71.59344838,92.39344838
Boston Housing,0.1,15,427,10.2,93.4465055,103.6465055
Boston Housing,0.1,15,442,17.1,-7.470086706,9.629913294
Boston Housing,0.1,15,446,11.8,25.69978419,37.49978419
Boston Housing,0.1,15,466,19.9,115.4242343,135.3242343
Boston Housing,0.1,15,475,13.8,-51.01844537,-37.21844537
Boston Housing,0.1,15,482,23.7,-72.67071537,-48.97071537
Boston Housing,0.1,15,484,21.8,138.269209,160.069209
Boston Housing,0.1,15,494,21.8,-175.3790656,-153.5790656
Boston Housing,0.1,15,497,19.7,4.289155588,23.98915559
Boston Housing,0.1,15,501,16.8,37.54918501,54.34918501
Boston Housing,0.1,16,19,20.2,-26.88323198,-6.683231975
Boston Housing,0.1,16,31,12.7,-59.61802359,-46.91802359
Boston Housing,0.1,16,43,25.3,190.8550759,216.1550759
Boston Housing,0.1,16,69,17.4,0.1574899292,17.55748993
Boston Housing,0.1,16,75,24.1,57.63259942,81.73259942
Boston Housing,0.1,16,81,28,-10.16564784,17.83435216
Boston Housing,0.1,16,85,23.9,-28.68942528,-4.789425275
Boston Housing,0.1,16,86,26.6,-92.21696169,-65.61696169
Boston Housing,0.1,16,107,19.5,-75.87004541,-56.37004541
Boston Housing,0.1,16,109,19.8,-21.09603482,-1.296034825
Boston Housing,0.1,16,139,13.3,116.2874332,129.5874332
Boston Housing,0.1,16,176,29.4,-39.65525557,-10.25525557
Boston Housing,0.1,16,182,36.2,41.87384239,78.07384239
Boston Housing,0.1,16,214,28.1,-46.27306011,-18.17306011
Boston Housing,0.1,16,238,31.5,136.9921881,168.4921881
Boston Housing,0.1,16,239,23.7,40.23747936,63.93747936
Boston Housing,0.1,16,276,32,54.64985138,86.64985138
Boston Housing,0.1,16,288,23.2,47.77521524,70.97521524
Boston Housing,0.1,16,311,16.1,30.24972958,46.34972958
Boston Housing,0.1,16,317,17.8,12.38776338,30.18776338
Boston Housing,0.1,16,338,18.5,127.6473153,146.1473153
Boston Housing,0.1,16,364,16.8,-34.04669173,-17.24669173
Boston Housing,0.1,16,386,7.2,-111.2221741,-104.0221741
Boston Housing,0.1,16,395,12.7,-33.53654416,-20.83654416
Boston Housing,0.1,16,398,8.5,38.30670939,46.80670939
Boston Housing,0.1,16,433,16.1,-81.66730846,-65.56730846
Boston Housing,0.1,16,438,8.7,-111.8809434,-103.1809434
Boston Housing,0.1,16,450,13,109.0690036,122.0690036
Boston Housing,0.1,16,452,15.2,-47.59510281,-32.39510281
Boston Housing,0.1,16,453,16.1,-27.24143101,-11.14143101
Boston Housing,0.1,16,459,14.9,-155.4033133,-140.5033133
Boston Housing,0.1,16,468,19.1,-73.25293685,-54.15293685
Boston Housing,0.1,16,474,29.8,-8.270786891,21.52921311
Boston Housing,0.1,16,479,14.6,109.5801722,124.1801722
Boston Housing,0.1,16,483,25,-68.1105543,-43.1105543
Boston Housing,0.1,16,504,23.9,-54.60184446,-30.70184446
Boston Housing,0.1,17,6,28.7,101.8641173,130.5641173
Boston Housing,0.1,17,15,18.2,49.59140217,67.79140217
Boston Housing,0.1,17,20,18.2,-108.2064524,-90.00645243
Boston Housing,0.1,17,21,13.6,-94.46939493,-80.86939493
Boston Housing,0.1,17,30,21,101.5236584,122.5236584
Boston Housing,0.1,17,50,19.4,-22.92387707,-3.523877065
Boston Housing,0.1,17,68,22,28.8635583,50.8635583
Boston Housing,0.1,17,86,26.6,24.30761837,50.90761837
Boston Housing,0.1,17,102,26.5,-117.1782876,-90.67828763
Boston Housing,0.1,17,103,18.6,61.21239054,79.81239054
Boston Housing,0.1,17,104,19.3,112.8930924,132.1930924
Boston Housing,0.1,17,119,20.4,74.38867887,94.78867887
Boston Housing,0.1,17,133,23,-22.24332818,0.7566718206
Boston Housing,0.1,17,138,17.1,125.2093415,142.3093415
Boston Housing,0.1,17,177,23.2,0.7768515456,23.97685155
Boston Housing,0.1,17,184,32.5,-245.2536398,-212.7536398
Boston Housing,0.1,17,228,31.6,16.48609712,48.08609712
Boston Housing,0.1,17,232,31.7,96.20261243,127.9026124
Boston Housing,0.1,17,237,25.1,80.69690553,105.7969055
Boston Housing,0.1,17,246,18.5,-40.2549945,-21.7549945
Boston Housing,0.1,17,247,24.3,1.691549071,25.99154907
Boston Housing,0.1,17,283,46,-56.67296848,-10.67296848
Boston Housing,0.1,17,341,18.7,-5.671836367,13.02816363
Boston Housing,0.1,17,344,23.9,-116.6168042,-92.71680415
Boston Housing,0.1,17,367,21.9,-36.90082234,-15.00082234
Boston Housing,0.1,17,402,7.2,77.20104409,84.40104409
Boston Housing,0.1,17,412,17.2,25.14973602,42.34973602
Boston Housing,0.1,17,444,15.4,-45.54000403,-30.14000403
Boston Housing,0.1,17,456,14.1,36.95943595,51.05943595
Boston Housing,0.1,17,458,13.5,-29.92360417,-16.42360417
Boston Housing,0.1,17,463,19.5,-145.9230101,-126.4230101
Boston Housing,0.1,17,469,19.1,81.97935251,101.0793525
Boston Housing,0.1,17,485,20.6,105.8737055,126.4737055
Boston Housing,0.1,17,499,21.2,35.14868939,56.34868939
Boston Housing,0.1,17,503,20.6,-3.709812693,16.89018731
Boston Housing,0.1,17,505,22,87.24311529,109.2431153
Boston Housing,0.1,18,2,21.6,31.11120919,52.71120919
Boston Housing,0.1,18,19,20.2,82.84991448,103.0499145
Boston Housing,0.1,18,34,13.1,102.7797723,115.8797723
Boston Housing,0.1,18,50,19.4,89.36675173,108.7667517
Boston Housing,0.1,18,69,17.4,11.49788552,28.89788552
Boston Housing,0.1,18,84,22.9,-7.365611138,15.53438886
Boston Housing,0.1,18,89,23.6,159.6666308,183.2666308
Boston Housing,0.1,18,129,18,-43.42051128,-25.42051128
Boston Housing,0.1,18,130,14.3,108.1398831,122.4398831
Boston Housing,0.1,18,182,36.2,-40.32702529,-4.127025291
Boston Housing,0.1,18,195,29.1,150.7093029,179.8093029
Boston Housing,0.1,18,206,22.6,35.14748978,57.74748978
Boston Housing,0.1,18,208,22.5,-135.3793212,-112.8793212
Boston Housing,0.1,18,235,29,58.70014867,87.70014867
Boston Housing,0.1,18,236,24,47.99195663,71.99195663
Boston Housing,0.1,18,242,20.1,11.19611854,31.29611854
Boston Housing,0.1,18,244,23.7,27.89124497,51.59124497
Boston Housing,0.1,18,247,24.3,-102.1496497,-77.84964966
Boston Housing,0.1,18,280,35.1,137.360521,172.460521
Boston Housing,0.1,18,296,28.6,3.501497401,32.1014974
Boston Housing,0.1,18,309,22.8,-162.0262419,-139.2262419
Boston Housing,0.1,18,311,16.1,71.0399111,87.1399111
Boston Housing,0.1,18,322,23.1,-54.70945937,-31.60945937
Boston Housing,0.1,18,333,19.4,-29.62109887,-10.22109887
Boston Housing,0.1,18,382,10.9,59.95427425,70.85427425
Boston Housing,0.1,18,424,13.4,-29.68541498,-16.28541498
Boston Housing,0.1,18,426,8.3,59.442827,67.742827
Boston Housing,0.1,18,431,14.5,1.304817614,15.80481761
Boston Housing,0.1,18,445,10.8,-21.73815286,-10.93815286
Boston Housing,0.1,18,449,14.1,45.29761171,59.39761171
Boston Housing,0.1,18,451,13.4,95.59703322,108.9970332
Boston Housing,0.1,18,454,17.8,-6.871296408,10.92870359
Boston Housing,0.1,18,462,17.7,-132.0897914,-114.3897914
Boston Housing,0.1,18,471,19.9,-1.089433624,18.81056638
Boston Housing,0.1,18,482,23.7,-19.01109934,4.688900664
Boston Housing,0.1,18,497,19.7,-223.3311105,-203.6311105
Boston Housing,0.1,19,4,33.4,137.5068275,170.9068275
Boston Housing,0.1,19,15,18.2,-35.69607031,-17.49607031
Boston Housing,0.1,19,18,17.5,-8.505293157,8.994706843
Boston Housing,0.1,19,20,18.2,5.932576734,24.13257673
Boston Housing,0.1,19,32,14.5,-76.45586013,-61.95586013
Boston Housing,0.1,19,52,20.5,109.9426643,130.4426643
Boston Housing,0.1,19,62,16,-1.383846386,14.61615361
Boston Housing,0.1,19,64,25,77.24069161,102.2406916
Boston Housing,0.1,19,70,20.9,56.64522737,77.54522737
Boston Housing,0.1,19,81,28,-137.4830251,-109.4830251
Boston Housing,0.1,19,84,22.9,-66.63382704,-43.73382704
Boston Housing,0.1,19,100,33.2,-63.00081751,-29.80081751
Boston Housing,0.1,19,109,19.8,-37.5574337,-17.7574337
Boston Housing,0.1,19,116,18.3,56.54178602,74.84178602
Boston Housing,0.1,19,129,18,-14.03775629,3.962243707
Boston Housing,0.1,19,138,17.1,32.72532441,49.82532441
Boston Housing,0.1,19,184,32.5,1.514674903,34.0146749
Boston Housing,0.1,19,188,32,9.745171679,41.74517168
Boston Housing,0.1,19,193,36.4,133.1550532,169.5550532
Boston Housing,0.1,19,207,24.4,-45.69174112,-21.29174112
Boston Housing,0.1,19,211,21.7,-35.59220325,-13.89220325
Boston Housing,0.1,19,242,20.1,-137.9323093,-117.8323093
Boston Housing,0.1,19,253,29.6,115.2122973,144.8122973
Boston Housing,0.1,19,288,23.2,-26.88059524,-3.680595238
Boston Housing,0.1,19,320,21,-129.5639851,-108.5639851
Boston Housing,0.1,19,400,6.3,1.210803517,7.510803517
Boston Housing,0.1,19,403,12.1,37.69231907,49.79231907
Boston Housing,0.1,19,410,27.5,-56.24058157,-28.74058157
Boston Housing,0.1,19,433,16.1,61.86607457,77.96607457
Boston Housing,0.1,19,434,14.3,114.6955369,128.9955369
Boston Housing,0.1,19,454,17.8,-34.43917288,-16.63917288
Boston Housing,0.1,19,455,14.9,-81.0120769,-66.1120769
Boston Housing,0.1,19,481,23,-10.06349969,12.93650031
Boston Housing,0.1,19,496,23.1,-69.57759019,-46.47759019
Boston Housing,0.1,19,497,19.7,28.38782109,48.08782109
Boston Housing,0.1,19,503,20.6,70.31477746,90.91477746
Boston Housing,0.1,20,2,21.6,122.3761559,143.9761559
Boston Housing,0.1,20,12,18.9,126.386467,145.286467
Boston Housing,0.1,20,36,18.9,29.47056981,48.37056981
Boston Housing,0.1,20,45,21.2,60.09129014,81.29129014
Boston Housing,0.1,20,61,18.7,-29.3857613,-10.6857613
Boston Housing,0.1,20,62,16,161.3123311,177.3123311
Boston Housing,0.1,20,63,22.2,5.950872322,28.15087232
Boston Housing,0.1,20,77,20,107.0612451,127.0612451
Boston Housing,0.1,20,79,21.2,-53.44624554,-32.24624554
Boston Housing,0.1,20,81,28,134.2764469,162.2764469
Boston Housing,0.1,20,86,26.6,-114.2517488,-87.65174883
Boston Housing,0.1,20,99,43.8,69.79143962,113.5914396
Boston Housing,0.1,20,116,18.3,2.529930235,20.82993023
Boston Housing,0.1,20,129,18,27.8113384,45.8113384
Boston Housing,0.1,20,134,18.4,19.92188617,38.32188617
Boston Housing,0.1,20,178,24.6,-0.3125607081,24.28743929
Boston Housing,0.1,20,210,20,-97.8113303,-77.8113303
Boston Housing,0.1,20,235,29,-36.54373505,-7.543735046
Boston Housing,0.1,20,244,23.7,87.87334892,111.5733489
Boston Housing,0.1,20,249,24.5,-32.53670784,-8.036707836
Boston Housing,0.1,20,271,21.1,-28.67163848,-7.571638475
Boston Housing,0.1,20,276,32,61.20109601,93.20109601
Boston Housing,0.1,20,310,20.3,73.12596729,93.42596729
Boston Housing,0.1,20,322,23.1,10.0944089,33.1944089
Boston Housing,0.1,20,360,22.6,92.05984795,114.6598479
Boston Housing,0.1,20,362,19.9,49.98206144,69.88206144
Boston Housing,0.1,20,364,16.8,30.24308124,47.04308124
Boston Housing,0.1,20,378,13.3,17.4399009,30.7399009
Boston Housing,0.1,20,398,8.5,-36.81949009,-28.31949009
Boston Housing,0.1,20,400,6.3,-68.39330844,-62.09330844
Boston Housing,0.1,20,427,10.2,-10.21768579,-0.01768578606
Boston Housing,0.1,20,497,19.7,57.83375813,77.53375813
Boston Housing,0.1,20,502,22.4,-61.42938253,-39.02938253
Boston Housing,0.1,20,503,20.6,-39.75819573,-19.15819573
Boston Housing,0.1,20,504,23.9,30.9993886,54.8993886
Boston Housing,0.1,20,505,22,-84.23167216,-62.23167216
Boston Housing,0.1,21,5,36.2,-18.01634576,18.18365424
Boston Housing,0.1,21,15,18.2,84.60969209,102.8096921
Boston Housing,0.1,21,29,18.4,-90.05767983,-71.65767983
Boston Housing,0.1,21,32,14.5,116.8352386,131.3352386
Boston Housing,0.1,21,39,24.7,38.67105664,63.37105664
Boston Housing,0.1,21,46,19.3,-23.88355234,-4.583552339
Boston Housing,0.1,21,51,19.7,86.04111049,105.7411105
Boston Housing,0.1,21,62,16,-35.09535857,-19.09535857
Boston Housing,0.1,21,70,20.9,0.7934699423,21.69346994
Boston Housing,0.1,21,74,23.4,-20.06246063,3.33753937
Boston Housing,0.1,21,83,24.8,-40.60620523,-15.80620523
Boston Housing,0.1,21,111,21.7,-3.270595383,18.42940462
Boston Housing,0.1,21,115,18.5,-99.13987232,-80.63987232
Boston Housing,0.1,21,117,21.2,-55.73566022,-34.53566022
Boston Housing,0.1,21,119,20.4,-89.24336254,-68.84336254
Boston Housing,0.1,21,138,17.1,90.92680606,108.0268061
Boston Housing,0.1,21,181,39.8,9.170264455,48.97026446
Boston Housing,0.1,21,185,26.4,47.32390634,73.72390634
Boston Housing,0.1,21,195,29.1,51.7274786,80.8274786
Boston Housing,0.1,21,227,37.6,110.4966637,148.0966637
Boston Housing,0.1,21,230,31.5,-18.33774896,13.16225104
Boston Housing,0.1,21,247,24.3,55.24318702,79.54318702
Boston Housing,0.1,21,248,20.5,-88.55671726,-68.05671726
Boston Housing,0.1,21,274,35.2,-18.20167207,16.99832793
Boston Housing,0.1,21,280,35.1,-42.19907017,-7.099070173
Boston Housing,0.1,21,314,21.6,-71.92263934,-50.32263934
Boston Housing,0.1,21,320,21,-44.77044742,-23.77044742
Boston Housing,0.1,21,335,20.7,106.985467,127.685467
Boston Housing,0.1,21,420,8.4,-86.82408685,-78.42408685
Boston Housing,0.1,21,425,11.7,-146.2098023,-134.5098023
Boston Housing,0.1,21,440,12.8,-137.4219873,-124.6219873
Boston Housing,0.1,21,463,19.5,6.111471353,25.61147135
Boston Housing,0.1,21,473,23.2,-109.8002484,-86.60024836
Boston Housing,0.1,21,497,19.7,-61.53657701,-41.83657701
Boston Housing,0.1,21,500,17.5,-4.772927071,12.72707293
Boston Housing,0.1,21,501,16.8,32.44827263,49.24827263
Boston Housing,0.1,22,2,21.6,43.20342645,64.80342645
Boston Housing,0.1,22,18,17.5,27.49091101,44.99091101
Boston Housing,0.1,22,23,15.2,-33.7587736,-18.5587736
Boston Housing,0.1,22,27,16.6,-33.30987918,-16.70987918
Boston Housing,0.1,22,30,21,58.22853334,79.22853334
Boston Housing,0.1,22,31,12.7,-66.30857798,-53.60857798
Boston Housing,0.1,22,33,13.2,13.80969303,27.00969303
Boston Housing,0.1,22,47,20,66.05106055,86.05106055
Boston Housing,0.1,22,52,20.5,99.33740018,119.8374002
Boston Housing,0.1,22,71,24.2,154.8188501,179.0188501
Boston Housing,0.1,22,73,22.8,-126.6757265,-103.8757265
Boston Housing,0.1,22,98,38.7,90.30546857,129.0054686
Boston Housing,0.1,22,101,27.5,-5.005005695,22.4949943
Boston Housing,0.1,22,120,19.3,49.69978844,68.99978844
Boston Housing,0.1,22,130,14.3,4.962626645,19.26262664
Boston Housing,0.1,22,136,18.1,35.28515953,53.38515953
Boston Housing,0.1,22,140,17.8,127.3908383,145.1908383
Boston Housing,0.1,22,208,22.5,108.8168607,131.3168607
Boston Housing,0.1,22,217,23.3,11.54524817,34.84524817
Boston Housing,0.1,22,272,25.2,-71.09444713,-45.89444713
Boston Housing,0.1,22,273,24.4,-79.01629957,-54.61629957
Boston Housing,0.1,22,274,35.2,20.87544937,56.07544937
Boston Housing,0.1,22,294,23.9,-8.876645064,15.02335494
Boston Housing,0.1,22,319,23.1,16.05141606,39.15141606
Boston Housing,0.1,22,320,21,-79.71188718,-58.71188718
Boston Housing,0.1,22,321,23.8,-50.66502451,-26.86502451
Boston Housing,0.1,22,333,19.4,70.2909064,89.6909064
Boston Housing,0.1,22,342,32.7,-12.28225315,20.41774685
Boston Housing,0.1,22,400,6.3,6.624882378,12.92488238
Boston Housing,0.1,22,427,10.2,-6.850850783,3.349149217
Boston Housing,0.1,22,429,11,-65.3824048,-54.3824048
Boston Housing,0.1,22,454,17.8,67.82920823,85.62920823
Boston Housing,0.1,22,456,14.1,-62.77141717,-48.67141717
Boston Housing,0.1,22,466,19.9,47.26509081,67.16509081
Boston Housing,0.1,22,483,25,-4.170060541,20.82993946
Boston Housing,0.1,22,502,22.4,-43.57790485,-21.17790485
Boston Housing,0.1,23,3,34.7,10.49358647,45.19358647
Boston Housing,0.1,23,8,27.1,-106.3242355,-79.22423554
Boston Housing,0.1,23,26,13.9,-49.77707036,-35.87707036
Boston Housing,0.1,23,31,12.7,10.61059309,23.31059309
Boston Housing,0.1,23,33,13.2,101.4087974,114.6087974
Boston Housing,0.1,23,51,19.7,129.1083465,148.8083465
Boston Housing,0.1,23,78,20.8,-12.84476951,7.955230494
Boston Housing,0.1,23,83,24.8,-54.96805382,-30.16805382
Boston Housing,0.1,23,89,23.6,44.29489215,67.89489215
Boston Housing,0.1,23,96,28.4,143.9912086,172.3912086
Boston Housing,0.1,23,110,19.4,10.72626461,30.12626461
Boston Housing,0.1,23,128,16.2,-32.99625684,-16.79625684
Boston Housing,0.1,23,132,19.6,36.65323281,56.25323281
Boston Housing,0.1,23,139,13.3,-119.0020064,-105.7020064
Boston Housing,0.1,23,217,23.3,98.4625124,121.7625124
Boston Housing,0.1,23,273,24.4,-133.895183,-109.495183
Boston Housing,0.1,23,278,33.1,-11.81503183,21.28496817
Boston Housing,0.1,23,289,22.3,-19.51957442,2.780425576
Boston Housing,0.1,23,315,23.8,-103.9337038,-80.13370379
Boston Housing,0.1,23,326,24.6,8.905883086,33.50588309
Boston Housing,0.1,23,339,20.6,-64.74402407,-44.14402407
Boston Housing,0.1,23,340,19,-72.76551075,-53.76551075
Boston Housing,0.1,23,344,23.9,-75.84392591,-51.94392591
