RecordID,Cement,BlastFurnaceSlag,FlyAsh,Water,Superplasticizer,CoarseAggregate,FineAggregate,Age,Strength,RobustDistance,DistanceCutoff,OutlierFlag,OutlierStatus
226,167.950000,42.080000,163.830000,121.750000,5.720000,1058.700000,780.110000,14,17.822955,7.686002,4.361510,True,Outlier
227,167.950000,42.080000,163.830000,121.750000,5.720000,1058.700000,780.110000,28,24.241976,7.625754,4.361510,True,Outlier
228,167.950000,42.080000,163.830000,121.750000,5.720000,1058.700000,780.110000,56,32.853531,7.736202,4.361510,True,Outlier
229,167.950000,42.080000,163.830000,121.750000,5.720000,1058.700000,780.110000,100,39.231184,8.417956,4.361510,True,Outlier
230,213.720000,98.050000,24.510000,181.710000,6.860000,1065.800000,785.380000,3,17.995324,2.713453,4.361510,False,Inlier
231,213.720000,98.050000,24.510000,181.710000,6.860000,1065.800000,785.380000,14,30.385207,2.733820,4.361510,False,Inlier
232,213.720000,98.050000,24.510000,181.710000,6.860000,1065.800000,785.380000,28,45.705364,3.491047,4.361510,False,Inlier
233,213.720000,98.050000,24.510000,181.710000,6.860000,1065.800000,785.380000,56,50.773013,3.188346,4.361510,False,Inlier
234,213.720000,98.050000,24.510000,181.710000,6.860000,1065.800000,785.380000,100,53.903234,3.310170,4.361510,False,Inlier
235,213.760000,98.060000,24.520000,181.740000,6.650000,1066.000000,785.520000,3,13.182781,2.806705,4.361510,False,Inlier
236,213.760000,98.060000,24.520000,181.740000,6.650000,1066.000000,785.520000,14,17.836744,2.608280,4.361510,False,Inlier
237,213.760000,98.060000,24.520000,181.740000,6.650000,1066.000000,785.520000,28,40.230925,2.962870,4.361510,False,Inlier
238,213.760000,98.060000,24.520000,181.740000,6.650000,1066.000000,785.520000,56,47.132579,2.869670,4.361510,False,Inlier
239,213.760000,98.060000,24.520000,181.740000,6.650000,1066.000000,785.520000,100,49.973220,3.239887,4.361510,False,Inlier
240,229.680000,0.000000,118.160000,195.230000,6.130000,1028.100000,757.630000,3,13.355150,2.762386,4.361510,False,Inlier
241,229.680000,0.000000,118.160000,195.230000,6.130000,1028.100000,757.630000,14,22.318338,2.663341,4.361510,False,Inlier
242,229.680000,0.000000,118.160000,195.230000,6.130000,1028.100000,757.630000,28,24.538451,2.497812,4.361510,False,Inlier
243,229.680000,0.000000,118.160000,195.230000,6.130000,1028.100000,757.630000,56,31.350474,2.539215,4.361510,False,Inlier
244,229.680000,0.000000,118.160000,195.230000,6.130000,1028.100000,757.630000,100,40.858348,3.355263,4.361510,False,Inlier
245,238.050000,0.000000,94.110000,186.660000,7.000000,949.910000,847.010000,3,19.932751,2.047628,4.361510,False,Inlier
246,238.050000,0.000000,94.110000,186.660000,7.000000,949.910000,847.010000,14,25.689876,1.966764,4.361510,False,Inlier
247,238.050000,0.000000,94.110000,186.660000,7.000000,949.910000,847.010000,28,30.233523,1.838817,4.361510,False,Inlier
248,238.050000,0.000000,94.110000,186.660000,7.000000,949.910000,847.010000,56,39.589712,1.989895,4.361510,False,Inlier
249,238.050000,0.000000,94.110000,186.660000,7.000000,949.910000,847.010000,100,44.298833,2.811637,4.361510,False,Inlier
250,250.000000,0.000000,95.690000,187.420000,5.530000,956.860000,861.170000,3,13.817099,2.581774,4.361510,False,Inlier
251,250.000000,0.000000,95.690000,187.420000,5.530000,956.860000,861.170000,14,24.917663,2.488660,4.361510,False,Inlier
252,250.000000,0.000000,95.690000,187.420000,5.530000,956.860000,861.170000,28,29.219993,2.359545,4.361510,False,Inlier
253,250.000000,0.000000,95.690000,187.420000,5.530000,956.860000,861.170000,56,38.327971,2.427961,4.361510,False,Inlier
254,250.000000,0.000000,95.690000,187.420000,5.530000,956.860000,861.170000,100,42.347616,3.194320,4.361510,False,Inlier
255,212.520000,0.000000,100.370000,159.320000,8.710000,1007.800000,903.590000,3,13.541309,2.510306,4.361510,False,Inlier
256,212.520000,0.000000,100.370000,159.320000,8.710000,1007.800000,903.590000,14,26.310404,2.240614,4.361510,False,Inlier
257,212.520000,0.000000,100.370000,159.320000,8.710000,1007.800000,903.590000,28,31.640054,2.138635,4.361510,False,Inlier
258,212.520000,0.000000,100.370000,159.320000,8.710000,1007.800000,903.590000,56,42.547564,2.306713,4.361510,False,Inlier
259,212.520000,0.000000,100.370000,159.320000,8.710000,1007.800000,903.590000,100,42.919881,3.165799,4.361510,False,Inlier
260,212.570000,0.000000,100.390000,159.350000,10.370000,1003.800000,903.790000,3,13.334466,2.600355,4.361510,False,Inlier
261,212.570000,0.000000,100.390000,159.350000,10.370000,1003.800000,903.790000,14,25.372717,2.239056,4.361510,False,Inlier
262,212.570000,0.000000,100.390000,159.350000,10.370000,1003.800000,903.790000,28,37.404073,2.442597,4.361510,False,Inlier
263,212.570000,0.000000,100.390000,159.350000,10.370000,1003.800000,903.790000,56,44.395360,2.377406,4.361510,False,Inlier
264,212.570000,0.000000,100.390000,159.350000,10.370000,1003.800000,903.790000,100,47.739318,3.037635,4.361510,False,Inlier
265,212.000000,0.000000,124.780000,159.000000,7.840000,1085.400000,799.540000,3,19.519066,2.292966,4.361510,False,Inlier
266,212.000000,0.000000,124.780000,159.000000,7.840000,1085.400000,799.540000,14,31.350474,2.331433,4.361510,False,Inlier
267,212.000000,0.000000,124.780000,159.000000,7.840000,1085.400000,799.540000,28,38.500340,2.413023,4.361510,False,Inlier
268,212.000000,0.000000,124.780000,159.000000,7.840000,1085.400000,799.540000,56,45.084836,2.357027,4.361510,False,Inlier
269,212.000000,0.000000,124.780000,159.000000,7.840000,1085.400000,799.540000,100,47.815161,3.073459,4.361510,False,Inlier
270,231.750000,0.000000,121.620000,173.960000,6.720000,1056.400000,778.450000,3,15.437368,2.024126,4.361510,False,Inlier
271,231.750000,0.000000,121.620000,173.960000,6.720000,1056.400000,778.450000,14,26.772353,1.819449,4.361510,False,Inlier
272,231.750000,0.000000,121.620000,173.960000,6.720000,1056.400000,778.450000,28,33.729166,1.813426,4.361510,False,Inlier
273,231.750000,0.000000,121.620000,173.960000,6.720000,1056.400000,778.450000,56,42.699249,1.938535,4.361510,False,Inlier
274,231.750000,0.000000,121.620000,173.960000,6.720000,1056.400000,778.450000,100,45.836364,2.816120,4.361510,False,Inlier
275,251.370000,0.000000,118.270000,188.450000,5.750000,1028.400000,757.730000,3,17.223110,2.289250,4.361510,False,Inlier
276,251.370000,0.000000,118.270000,188.450000,5.750000,1028.400000,757.730000,14,29.930153,2.399372,4.361510,False,Inlier
277,251.370000,0.000000,118.270000,188.450000,5.750000,1028.400000,757.730000,28,29.654363,2.034108,4.361510,False,Inlier
278,251.370000,0.000000,118.270000,188.450000,5.750000,1028.400000,757.730000,56,36.969703,2.086767,4.361510,False,Inlier
279,251.370000,0.000000,118.270000,188.450000,5.750000,1028.400000,757.730000,100,43.581778,3.061936,4.361510,False,Inlier
280,251.370000,0.000000,118.270000,188.450000,6.350000,1028.400000,757.730000,3,13.120728,2.462132,4.361510,False,Inlier
281,251.370000,0.000000,118.270000,188.450000,6.350000,1028.400000,757.730000,14,24.428135,2.195780,4.361510,False,Inlier
282,251.370000,0.000000,118.270000,188.450000,6.350000,1028.400000,757.730000,28,32.660478,2.213118,4.361510,False,Inlier
283,251.370000,0.000000,118.270000,188.450000,6.350000,1028.400000,757.730000,56,36.638755,2.128660,4.361510,False,Inlier
284,251.370000,0.000000,118.270000,188.450000,6.350000,1028.400000,757.730000,100,44.209201,3.080470,4.361510,False,Inlier
285,181.380000,0.000000,167.010000,169.590000,7.560000,1055.600000,777.800000,3,13.624046,2.446705,4.361510,False,Inlier
286,181.380000,0.000000,167.010000,169.590000,7.560000,1055.600000,777.800000,14,21.601283,2.223263,4.361510,False,Inlier
287,181.380000,0.000000,167.010000,169.590000,7.560000,1055.600000,777.800000,28,27.772093,2.124576,4.361510,False,Inlier
288,181.380000,0.000000,167.010000,169.590000,7.560000,1055.600000,777.800000,56,35.570067,2.202562,4.361510,False,Inlier
289,181.380000,0.000000,167.010000,169.590000,7.560000,1055.600000,777.800000,100,45.367521,3.096404,4.361510,False,Inlier
290,182.040000,45.210000,121.970000,170.210000,8.190000,1059.400000,780.650000,3,7.315340,2.630093,4.361510,False,Inlier
291,182.040000,45.210000,121.970000,170.210000,8.190000,1059.400000,780.650000,14,21.504756,1.826150,4.361510,False,Inlier
292,182.040000,45.210000,121.970000,170.210000,8.190000,1059.400000,780.650000,28,31.267737,1.745327,4.361510,False,Inlier
293,182.040000,45.210000,121.970000,170.210000,8.190000,1059.400000,780.650000,56,43.499041,2.042660,4.361510,False,Inlier
294,182.040000,45.210000,121.970000,170.210000,8.190000,1059.400000,780.650000,100,48.670111,2.783727,4.361510,False,Inlier
295,168.880000,42.220000,124.250000,158.330000,10.830000,1080.800000,796.150000,3,7.398077,3.149999,4.361510,False,Inlier
296,168.880000,42.220000,124.250000,158.330000,10.830000,1080.800000,796.150000,14,23.511132,2.309591,4.361510,False,Inlier
297,168.880000,42.220000,124.250000,158.330000,10.830000,1080.800000,796.150000,28,31.116052,2.188698,4.361510,False,Inlier
298,168.880000,42.220000,124.250000,158.330000,10.830000,1080.800000,796.150000,56,39.148447,2.260654,4.361510,False,Inlier
299,168.880000,42.220000,124.250000,158.330000,10.830000,1080.800000,796.150000,100,48.153004,3.153426,4.361510,False,Inlier
300,290.350000,0.000000,96.180000,168.080000,9.410000,961.180000,865.000000,3,22.504497,2.095606,4.361510,False,Inlier
301,290.350000,0.000000,96.180000,168.080000,9.410000,961.180000,865.000000,14,34.673748,1.922535,4.361510,False,Inlier
302,290.350000,0.000000,96.180000,168.080000,9.410000,961.180000,865.000000,28,34.735801,1.650559,4.361510,False,Inlier
303,290.350000,0.000000,96.180000,168.080000,9.410000,961.180000,865.000000,56,45.084836,1.774189,4.361510,False,Inlier
304,290.350000,0.000000,96.180000,168.080000,9.410000,961.180000,865.000000,100,48.973480,2.987164,4.361510,False,Inlier
305,277.050000,0.000000,97.390000,160.600000,11.830000,973.900000,875.610000,3,23.138815,2.249116,4.361510,False,Inlier
306,277.050000,0.000000,97.390000,160.600000,11.830000,973.900000,875.610000,14,41.885667,2.440948,4.361510,False,Inlier
307,277.050000,0.000000,97.390000,160.600000,11.830000,973.900000,875.610000,28,48.284004,2.502889,4.361510,False,Inlier
308,277.050000,0.000000,97.390000,160.600000,11.830000,973.900000,875.610000,56,51.035014,2.090121,4.361510,False,Inlier
309,277.050000,0.000000,97.390000,160.600000,11.830000,973.900000,875.610000,100,55.640713,2.866109,4.361510,False,Inlier
310,295.710000,0.000000,95.640000,171.540000,8.870000,955.140000,859.200000,3,22.945761,2.098071,4.361510,False,Inlier
311,295.710000,0.000000,95.640000,171.540000,8.870000,955.140000,859.200000,14,35.232224,2.001309,4.361510,False,Inlier
312,295.710000,0.000000,95.640000,171.540000,8.870000,955.140000,859.200000,28,39.941345,1.873958,4.361510,False,Inlier
313,295.710000,0.000000,95.640000,171.540000,8.870000,955.140000,859.200000,56,48.718374,1.966062,4.361510,False,Inlier
314,295.710000,0.000000,95.640000,171.540000,8.870000,955.140000,859.200000,100,52.041648,2.863267,4.361510,False,Inlier
315,251.810000,0.000000,99.940000,146.140000,12.350000,1006.000000,899.760000,3,21.022123,2.790300,4.361510,False,Inlier
316,251.810000,0.000000,99.940000,146.140000,12.350000,1006.000000,899.760000,14,33.356849,2.459995,4.361510,False,Inlier
317,251.810000,0.000000,99.940000,146.140000,12.350000,1006.000000,899.760000,28,33.942903,2.352079,4.361510,False,Inlier
318,251.810000,0.000000,99.940000,146.140000,12.350000,1006.000000,899.760000,56,44.140254,2.413188,4.361510,False,Inlier
319,251.810000,0.000000,99.940000,146.140000,12.350000,1006.000000,899.760000,100,45.367521,3.721314,4.361510,False,Inlier
320,249.100000,0.000000,98.750000,158.110000,12.800000,987.760000,889.010000,3,15.361525,2.837771,4.361510,False,Inlier
321,249.100000,0.000000,98.750000,158.110000,12.800000,987.760000,889.010000,14,28.682202,2.258058,4.361510,False,Inlier
322,249.100000,0.000000,98.750000,158.110000,12.800000,987.760000,889.010000,28,30.847156,2.153903,4.361510,False,Inlier
323,249.100000,0.000000,98.750000,158.110000,12.800000,987.760000,889.010000,56,42.030457,2.176630,4.361510,False,Inlier
324,249.100000,0.000000,98.750000,158.110000,12.800000,987.760000,889.010000,100,51.055698,3.111115,4.361510,False,Inlier
325,252.310000,0.000000,98.750000,146.250000,14.170000,987.760000,889.010000,3,21.780547,3.006310,4.361510,False,Inlier
326,252.310000,0.000000,98.750000,146.250000,14.170000,987.760000,889.010000,14,42.292458,2.989635,4.361510,False,Inlier
327,252.310000,0.000000,98.750000,146.250000,14.170000,987.760000,889.010000,28,50.600644,3.188582,4.361510,False,Inlier
328,252.310000,0.000000,98.750000,146.250000,14.170000,987.760000,889.010000,56,55.826872,3.009744,4.361510,False,Inlier
329,252.310000,0.000000,98.750000,146.250000,14.170000,987.760000,889.010000,100,60.949678,3.464017,4.361510,False,Inlier
330,246.830000,0.000000,125.080000,143.300000,11.990000,1086.800000,800.890000,3,23.524921,2.951218,4.361510,False,Inlier
331,246.830000,0.000000,125.080000,143.300000,11.990000,1086.800000,800.890000,14,42.216615,2.956892,4.361510,False,Inlier
332,246.830000,0.000000,125.080000,143.300000,11.990000,1086.800000,800.890000,28,52.503597,3.309152,4.361510,False,Inlier
333,246.830000,0.000000,125.080000,143.300000,11.990000,1086.800000,800.890000,56,60.322255,3.305287,4.361510,False,Inlier
334,246.830000,0.000000,125.080000,143.300000,11.990000,1086.800000,800.890000,100,66.424118,3.574173,4.361510,False,Inlier
335,275.070000,0.000000,121.350000,159.480000,9.900000,1053.600000,777.500000,3,23.800712,2.146447,4.361510,False,Inlier
336,275.070000,0.000000,121.350000,159.480000,9.900000,1053.600000,777.500000,14,38.769235,2.074093,4.361510,False,Inlier
337,275.070000,0.000000,121.350000,159.480000,9.900000,1053.600000,777.500000,28,51.331488,2.684732,4.361510,False,Inlier
338,275.070000,0.000000,121.350000,159.480000,9.900000,1053.600000,777.500000,56,56.847296,2.455515,4.361510,False,Inlier
339,275.070000,0.000000,121.350000,159.480000,9.900000,1053.600000,777.500000,100,58.605460,2.869777,4.361510,False,Inlier
340,297.160000,0.000000,117.540000,174.800000,9.520000,1022.800000,753.450000,3,21.911547,2.172502,4.361510,False,Inlier
341,297.160000,0.000000,117.540000,174.800000,9.520000,1022.800000,753.450000,14,36.990387,1.985518,4.361510,False,Inlier
342,297.160000,0.000000,117.540000,174.800000,9.520000,1022.800000,753.450000,28,47.401475,2.334812,4.361510,False,Inlier
343,297.160000,0.000000,117.540000,174.800000,9.520000,1022.800000,753.450000,56,51.958911,2.075867,4.361510,False,Inlier
344,297.160000,0.000000,117.540000,174.800000,9.520000,1022.800000,753.450000,100,56.743875,2.819979,4.361510,False,Inlier
345,213.740000,0.000000,174.740000,154.790000,10.160000,1053.500000,776.350000,3,17.574743,2.861320,4.361510,False,Inlier
346,213.740000,0.000000,174.740000,154.790000,10.160000,1053.500000,776.350000,14,33.729166,2.579998,4.361510,False,Inlier
347,213.740000,0.000000,174.740000,154.790000,10.160000,1053.500000,776.350000,28,40.148187,2.572038,4.361510,False,Inlier
348,213.740000,0.000000,174.740000,154.790000,10.160000,1053.500000,776.350000,56,46.643051,2.575134,4.361510,False,Inlier
349,213.740000,0.000000,174.740000,154.790000,10.160000,1053.500000,776.350000,100,50.076642,3.428527,4.361510,False,Inlier
350,213.500000,0.000000,174.240000,154.610000,11.660000,1052.300000,775.480000,3,17.367900,2.831717,4.361510,False,Inlier
351,213.500000,0.000000,174.240000,154.610000,11.660000,1052.300000,775.480000,14,33.701587,2.450567,4.361510,False,Inlier
352,213.500000,0.000000,174.240000,154.610000,11.660000,1052.300000,775.480000,28,45.939786,2.802396,4.361510,False,Inlier
353,213.500000,0.000000,174.240000,154.610000,11.660000,1052.300000,775.480000,56,51.434910,2.651462,4.361510,False,Inlier
354,213.500000,0.000000,174.240000,154.610000,11.660000,1052.300000,775.480000,100,59.301831,3.241050,4.361510,False,Inlier
355,277.190000,97.820000,24.460000,160.700000,11.190000,1061.700000,782.460000,3,30.447260,2.727294,4.361510,False,Inlier
356,277.190000,97.820000,24.460000,160.700000,11.190000,1061.700000,782.460000,14,47.711739,3.001981,4.361510,False,Inlier
357,277.190000,97.820000,24.460000,160.700000,11.190000,1061.700000,782.460000,28,63.142212,3.953717,4.361510,False,Inlier
358,277.190000,97.820000,24.460000,160.700000,11.190000,1061.700000,782.460000,56,66.824014,3.488319,4.361510,False,Inlier
359,277.190000,97.820000,24.460000,160.700000,11.190000,1061.700000,782.460000,100,66.948120,3.376444,4.361510,False,Inlier
360,218.230000,54.640000,123.780000,140.750000,11.910000,1075.700000,792.670000,3,27.420461,3.019202,4.361510,False,Inlier
361,218.230000,54.640000,123.780000,140.750000,11.910000,1075.700000,792.670000,14,35.956173,2.835822,4.361510,False,Inlier
362,218.230000,54.640000,123.780000,140.750000,11.910000,1075.700000,792.670000,28,55.509713,3.521338,4.361510,False,Inlier
363,218.230000,54.640000,123.780000,140.750000,11.910000,1075.700000,792.670000,56,61.990787,3.412055,4.361510,False,Inlier
364,218.230000,54.640000,123.780000,140.750000,11.910000,1075.700000,792.670000,100,63.528319,3.610152,4.361510,False,Inlier
365,214.900000,53.800000,121.890000,155.630000,9.610000,1014.300000,780.580000,3,18.016008,2.845926,4.361510,False,Inlier
366,214.900000,53.800000,121.890000,155.630000,9.610000,1014.300000,780.580000,14,38.603761,2.633259,4.361510,False,Inlier
367,214.900000,53.800000,121.890000,155.630000,9.610000,1014.300000,780.580000,28,52.200228,3.312208,4.361510,False,Inlier
368,214.900000,53.800000,121.890000,155.630000,9.610000,1014.300000,780.580000,56,53.958392,2.856070,4.361510,False,Inlier
369,214.900000,53.800000,121.890000,155.630000,9.610000,1014.300000,780.580000,100,56.633559,3.407687,4.361510,False,Inlier
370,218.850000,0.000000,124.130000,158.490000,11.330000,1078.700000,794.910000,3,15.340841,2.652211,4.361510,False,Inlier
371,218.850000,0.000000,124.130000,158.490000,11.330000,1078.700000,794.910000,14,26.048403,2.229497,4.361510,False,Inlier
372,218.850000,0.000000,124.130000,158.490000,11.330000,1078.700000,794.910000,28,30.219733,2.104315,4.361510,False,Inlier
373,218.850000,0.000000,124.130000,158.490000,11.330000,1078.700000,794.910000,56,37.266178,2.224340,4.361510,False,Inlier
374,218.850000,0.000000,124.130000,158.490000,11.330000,1078.700000,794.910000,100,46.229366,3.248614,4.361510,False,Inlier
375,376.000000,0.000000,0.000000,214.600000,0.000000,1003.500000,762.360000,3,16.278528,3.884806,4.361510,False,Inlier
376,376.000000,0.000000,0.000000,214.600000,0.000000,1003.500000,762.360000,14,25.620928,3.822984,4.361510,False,Inlier
377,376.000000,0.000000,0.000000,214.600000,0.000000,1003.500000,762.360000,28,31.971002,3.802975,4.361510,False,Inlier
378,376.000000,0.000000,0.000000,214.600000,0.000000,1003.500000,762.360000,56,36.300911,3.764564,4.361510,False,Inlier
379,376.000000,0.000000,0.000000,214.600000,0.000000,1003.500000,762.360000,100,43.057776,4.391378,4.361510,True,Outlier
380,500.000000,0.000000,0.000000,140.000000,4.000000,966.000000,853.000000,28,67.568648,5.263768,4.361510,True,Outlier
381,475.000000,0.000000,59.000000,142.000000,1.900000,1098.000000,641.000000,28,57.226508,6.462467,4.361510,True,Outlier
382,315.000000,137.000000,0.000000,145.000000,5.900000,1130.000000,745.000000,28,81.751169,5.978668,4.361510,True,Outlier
383,505.000000,0.000000,60.000000,195.000000,0.000000,1030.000000,630.000000,28,64.017847,5.239474,4.361510,True,Outlier
384,451.000000,0.000000,0.000000,165.000000,11.250000,1030.000000,745.000000,28,78.800212,5.177823,4.361510,True,Outlier
385,516.000000,0.000000,0.000000,162.000000,8.200000,801.000000,802.000000,28,41.368560,6.300133,4.361510,True,Outlier
386,520.000000,0.000000,0.000000,170.000000,5.200000,855.000000,855.000000,28,60.280887,3.927359,4.361510,False,Inlier
387,528.000000,0.000000,0.000000,185.000000,6.860000,920.000000,720.000000,28,56.833507,3.239035,4.361510,False,Inlier
388,520.000000,0.000000,0.000000,175.000000,5.200000,870.000000,805.000000,28,51.021224,3.427462,4.361510,False,Inlier
389,385.000000,0.000000,136.000000,158.000000,20.000000,903.000000,768.000000,28,55.551081,3.353320,4.361510,False,Inlier
390,500.100000,0.000000,0.000000,200.000000,3.000000,1124.400000,613.200000,28,44.133359,5.173742,4.361510,True,Outlier
391,450.100000,50.000000,0.000000,200.000000,3.000000,1124.400000,613.200000,28,39.375974,5.021192,4.361510,True,Outlier
392,397.000000,17.200000,158.000000,167.000000,20.800000,967.000000,633.000000,28,55.647608,4.532707,4.361510,True,Outlier
393,333.000000,17.500000,163.000000,167.000000,17.900000,996.000000,652.000000,28,47.277369,3.785127,4.361510,False,Inlier
394,334.000000,17.600000,158.000000,189.000000,15.300000,967.000000,633.000000,28,44.326412,3.972330,4.361510,False,Inlier
395,405.000000,0.000000,0.000000,175.000000,0.000000,1120.000000,695.000000,28,52.303649,3.854306,4.361510,False,Inlier
396,200.000000,200.000000,0.000000,190.000000,0.000000,1145.000000,660.000000,28,49.249271,4.644532,4.361510,True,Outlier
397,516.000000,0.000000,0.000000,162.000000,8.260000,801.000000,802.000000,28,41.368560,6.294173,4.361510,True,Outlier
398,145.000000,116.000000,119.000000,184.000000,5.700000,833.000000,880.000000,28,29.157940,3.213616,4.361510,False,Inlier
399,160.000000,128.000000,122.000000,182.000000,6.400000,824.000000,879.000000,28,39.396659,3.614329,4.361510,False,Inlier
400,234.000000,156.000000,0.000000,189.000000,5.850000,981.000000,760.000000,28,39.300132,1.990931,4.361510,False,Inlier
401,250.000000,180.000000,95.000000,159.000000,9.450000,860.000000,800.000000,28,67.865123,4.319880,4.361510,False,Inlier
402,475.000000,0.000000,0.000000,162.000000,9.500000,1044.000000,662.000000,28,58.522723,4.818794,4.361510,True,Outlier
403,285.000000,190.000000,0.000000,163.000000,7.600000,1031.000000,685.000000,28,53.579180,3.378659,4.361510,False,Inlier
404,356.000000,119.000000,0.000000,160.000000,9.030000,1061.000000,657.000000,28,58.998461,4.205752,4.361510,False,Inlier
405,275.000000,180.000000,120.000000,162.000000,10.350000,830.000000,765.000000,28,76.235361,4.996228,4.361510,True,Outlier
406,500.000000,0.000000,0.000000,151.000000,9.000000,1033.000000,655.000000,28,69.837024,6.175192,4.361510,True,Outlier
407,165.000000,0.020000,143.570000,163.810000,0.000000,1005.600000,900.900000,3,14.396259,4.534810,4.361510,True,Outlier
408,165.000000,128.500000,132.100000,175.060000,8.080000,1005.800000,746.600000,3,19.415644,2.377223,4.361510,False,Inlier
409,178.030000,129.800000,118.600000,179.940000,3.570000,1007.300000,746.800000,3,20.725649,2.764780,4.361510,False,Inlier
410,167.350000,129.900000,128.620000,175.460000,7.790000,1006.300000,746.600000,3,14.940945,2.611529,4.361510,False,Inlier
411,172.380000,13.610000,172.370000,156.760000,4.140000,1006.300000,856.400000,3,21.291019,3.996241,4.361510,False,Inlier
412,173.540000,50.050000,173.530000,164.770000,6.470000,1006.200000,793.500000,3,23.076762,2.976509,4.361510,False,Inlier
413,167.000000,75.400000,167.000000,164.030000,7.910000,1007.300000,770.100000,3,15.520105,2.878047,4.361510,False,Inlier
414,173.810000,93.370000,159.900000,172.340000,9.730000,1007.200000,746.600000,3,15.816579,2.700657,4.361510,False,Inlier
415,190.340000,0.000000,125.180000,166.610000,9.880000,1079.000000,798.900000,3,12.548463,2.497069,4.361510,False,Inlier
416,250.000000,0.000000,95.690000,191.840000,5.330000,948.900000,857.200000,3,8.487450,2.925430,4.361510,False,Inlier
417,213.500000,0.000000,174.240000,159.210000,11.660000,1043.600000,771.900000,3,15.609737,2.769177,4.361510,False,Inlier
418,194.680000,0.000000,100.520000,170.170000,7.480000,998.000000,901.800000,3,12.176146,2.431042,4.361510,False,Inlier
419,251.370000,0.000000,118.270000,192.940000,5.750000,1043.600000,754.300000,3,11.983093,3.175940,4.361510,False,Inlier
420,165.000000,0.020000,143.570000,163.810000,0.000000,1005.600000,900.900000,14,16.878372,4.443333,4.361510,True,Outlier
421,165.000000,128.500000,132.100000,175.060000,8.080000,1005.800000,746.600000,14,33.087953,2.229912,4.361510,False,Inlier
422,178.030000,129.800000,118.600000,179.940000,3.570000,1007.300000,746.800000,14,34.239378,2.906249,4.361510,False,Inlier
423,167.350000,129.900000,128.620000,175.460000,7.790000,1006.300000,746.600000,14,31.812423,2.167039,4.361510,False,Inlier
424,172.380000,13.610000,172.370000,156.760000,4.140000,1006.300000,856.400000,14,29.750889,4.046112,4.361510,False,Inlier
425,173.540000,50.050000,173.530000,164.770000,6.470000,1006.200000,793.500000,14,33.005216,3.059590,4.361510,False,Inlier
426,167.000000,75.400000,167.000000,164.030000,7.910000,1007.300000,770.100000,14,32.901795,2.640260,4.361510,False,Inlier
427,173.810000,93.370000,159.900000,172.340000,9.730000,1007.200000,746.600000,14,29.550941,2.216522,4.361510,False,Inlier
428,190.340000,0.000000,125.180000,166.610000,9.880000,1079.000000,798.900000,14,19.415644,2.216767,4.361510,False,Inlier
429,250.000000,0.000000,95.690000,191.840000,5.330000,948.900000,857.200000,14,24.655662,2.719866,4.361510,False,Inlier
430,213.500000,0.000000,174.240000,159.210000,11.660000,1043.600000,771.900000,14,29.592310,2.243636,4.361510,False,Inlier
431,194.680000,0.000000,100.520000,170.170000,7.480000,998.000000,901.800000,14,24.283345,2.370446,4.361510,False,Inlier
432,251.370000,0.000000,118.270000,192.940000,5.750000,1043.600000,754.300000,14,20.725649,2.947265,4.361510,False,Inlier
433,165.000000,0.020000,143.570000,163.810000,0.000000,1005.600000,900.900000,28,26.200088,4.496448,4.361510,True,Outlier
434,165.000000,128.500000,132.100000,175.060000,8.080000,1005.800000,746.600000,28,46.387945,2.791632,4.361510,False,Inlier
435,178.030000,129.800000,118.600000,179.940000,3.570000,1007.300000,746.800000,28,39.162237,2.855441,4.361510,False,Inlier
436,167.350000,129.900000,128.620000,175.460000,7.790000,1006.300000,746.600000,28,41.203086,2.330316,4.361510,False,Inlier
437,172.380000,13.610000,172.370000,156.760000,4.140000,1006.300000,856.400000,28,33.687797,3.971456,4.361510,False,Inlier
438,173.540000,50.050000,173.530000,164.770000,6.470000,1006.200000,793.500000,28,38.203865,3.023239,4.361510,False,Inlier
439,167.000000,75.400000,167.000000,164.030000,7.910000,1007.300000,770.100000,28,41.409929,2.786367,4.361510,False,Inlier
440,173.810000,93.370000,159.900000,172.340000,9.730000,1007.200000,746.600000,28,37.810864,2.192200,4.361510,False,Inlier
441,190.340000,0.000000,125.180000,166.610000,9.880000,1079.000000,798.900000,28,24.848715,2.064495,4.361510,False,Inlier
442,250.000000,0.000000,95.690000,191.840000,5.330000,948.900000,857.200000,28,27.220512,2.538026,4.361510,False,Inlier
443,213.500000,0.000000,174.240000,159.210000,11.660000,1043.600000,771.900000,28,44.636676,2.637095,4.361510,False,Inlier
444,194.680000,0.000000,100.520000,170.170000,7.480000,998.000000,901.800000,28,37.266178,2.896060,4.361510,False,Inlier
445,251.370000,0.000000,118.270000,192.940000,5.750000,1043.600000,754.300000,28,33.274112,3.050871,4.361510,False,Inlier
446,165.000000,0.020000,143.570000,163.810000,0.000000,1005.600000,900.900000,56,36.562912,4.611520,4.361510,True,Outlier
447,165.000000,128.500000,132.100000,175.060000,8.080000,1005.800000,746.600000,56,53.723970,2.728638,4.361510,False,Inlier
448,178.030000,129.800000,118.600000,179.940000,3.570000,1007.300000,746.800000,56,48.587374,2.985644,4.361510,False,Inlier
449,167.350000,129.900000,128.620000,175.460000,7.790000,1006.300000,746.600000,56,51.724490,2.551538,4.361510,False,Inlier
450,172.380000,13.610000,172.370000,156.760000,4.140000,1006.300000,856.400000,56,35.852752,3.900020,4.361510,False,Inlier
