RecordID,Cement,BlastFurnaceSlag,FlyAsh,Water,Superplasticizer,CoarseAggregate,FineAggregate,Age,Strength,LeverageDistance,LeverageCutoff,LeverageFlag,MedianRegressionPrediction,MedianRegressionResidual,ResidualRobustZ,ResidualZCutoff,ResponseOutlierFlag,OutlierClass
164,313.300000,262.200000,0.000000,175.500000,8.600000,1046.900000,611.800000,91,66.596487,4.199122,4.187427,True,61.789281,4.807206,0.536066,3.500000,False,Leverage only
165,425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,91,65.196851,3.822922,4.187427,False,68.158279,-2.961428,0.330238,3.500000,False,Regular
166,425.000000,106.300000,0.000000,151.400000,18.600000,936.000000,803.700000,91,66.699908,4.127671,4.187427,False,67.524306,-0.824398,0.091931,3.500000,False,Regular
167,375.000000,93.800000,0.000000,126.600000,23.400000,852.100000,992.600000,91,62.500999,5.575419,4.187427,True,67.803782,-5.302783,0.591329,3.500000,False,Leverage only
168,475.000000,118.800000,0.000000,181.100000,8.900000,852.100000,781.500000,91,74.194512,3.715360,4.187427,False,68.323189,5.871323,0.654729,3.500000,False,Regular
169,469.000000,117.200000,0.000000,137.800000,32.200000,852.100000,840.500000,91,70.698869,7.595190,4.187427,True,77.994389,-7.295520,0.813546,3.500000,False,Leverage only
170,425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,91,65.196851,3.822922,4.187427,False,68.158279,-2.961428,0.330238,3.500000,False,Regular
171,388.600000,97.100000,0.000000,157.900000,12.100000,852.100000,925.700000,91,57.598825,3.686590,4.187427,False,62.274426,-4.675601,0.521390,3.500000,False,Regular
172,531.300000,0.000000,0.000000,141.800000,28.200000,852.100000,893.700000,91,59.198409,6.877888,4.187427,True,73.532933,-14.334523,1.598486,3.500000,False,Leverage only
173,425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,91,65.196851,3.822922,4.187427,False,68.158279,-2.961428,0.330238,3.500000,False,Regular
174,318.800000,212.500000,0.000000,155.700000,14.300000,852.100000,880.400000,91,68.099545,3.764211,4.187427,False,65.296630,2.802914,0.312561,3.500000,False,Regular
175,401.800000,94.700000,0.000000,147.400000,11.400000,946.800000,852.100000,91,75.497622,3.365288,4.187427,False,64.360531,11.137091,1.241931,3.500000,False,Regular
176,362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,91,79.296635,3.058980,4.187427,False,64.566896,14.729739,1.642558,3.500000,False,Regular
177,379.500000,151.200000,0.000000,153.900000,15.900000,1134.300000,605.000000,91,56.495663,5.798141,4.187427,True,63.020948,-6.525284,0.727654,3.500000,False,Leverage only
178,362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,91,79.296635,3.058980,4.187427,False,64.566896,14.729739,1.642558,3.500000,False,Regular
179,286.300000,200.900000,0.000000,144.700000,11.200000,1004.600000,803.700000,91,76.800732,3.659968,4.187427,False,60.843696,15.957036,1.779417,3.500000,False,Regular
180,362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,91,79.296635,3.058980,4.187427,False,64.566896,14.729739,1.642558,3.500000,False,Regular
181,439.000000,177.000000,0.000000,186.000000,11.100000,884.900000,707.900000,91,73.298194,3.826168,4.187427,False,68.056476,5.241718,0.584520,3.500000,False,Regular
182,389.900000,189.000000,0.000000,145.900000,22.000000,944.700000,755.800000,91,82.599225,4.998062,4.187427,True,72.114042,10.485183,1.169235,3.500000,False,Leverage only
183,362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,91,79.296635,3.058980,4.187427,False,64.566896,14.729739,1.642558,3.500000,False,Regular
184,337.900000,189.000000,0.000000,174.900000,9.500000,944.700000,755.800000,91,67.796175,2.910457,4.187427,False,59.661669,8.134506,0.907103,3.500000,False,Regular
185,222.360000,0.000000,96.670000,189.290000,4.460000,967.080000,870.320000,3,11.576302,2.727743,4.187427,False,20.323170,-8.746868,0.975390,3.500000,False,Regular
186,222.360000,0.000000,96.670000,189.290000,4.460000,967.080000,870.320000,14,24.448819,2.573563,4.187427,False,22.028046,2.420773,0.269948,3.500000,False,Regular
187,222.360000,0.000000,96.670000,189.290000,4.460000,967.080000,870.320000,28,24.890084,2.452198,4.187427,False,24.197888,0.692195,0.077189,3.500000,False,Regular
188,222.360000,0.000000,96.670000,189.290000,4.460000,967.080000,870.320000,56,29.447520,2.497852,4.187427,False,28.537573,0.909947,0.101471,3.500000,False,Regular
189,222.360000,0.000000,96.670000,189.290000,4.460000,967.080000,870.320000,100,40.713558,3.238739,4.187427,False,35.357078,5.356480,0.597317,3.500000,False,Regular
190,233.810000,0.000000,94.580000,197.890000,4.567000,947.040000,852.160000,3,10.383509,2.927358,4.187427,False,19.522630,-9.139121,1.019131,3.500000,False,Regular
191,233.810000,0.000000,94.580000,197.890000,4.567000,947.040000,852.160000,14,22.139074,2.785786,4.187427,False,21.227506,0.911569,0.101652,3.500000,False,Regular
192,233.810000,0.000000,94.580000,197.890000,4.567000,947.040000,852.160000,28,22.835445,2.676103,4.187427,False,23.397348,-0.561903,0.062659,3.500000,False,Regular
193,233.810000,0.000000,94.580000,197.890000,4.567000,947.040000,852.160000,56,27.661777,2.721993,4.187427,False,27.737033,-0.075256,0.008392,3.500000,False,Regular
194,233.810000,0.000000,94.580000,197.890000,4.567000,947.040000,852.160000,100,34.556537,3.419586,4.187427,False,34.556537,0.000000,0.000000,3.500000,False,Regular
195,194.680000,0.000000,100.520000,165.620000,7.480000,1006.400000,905.900000,3,12.451937,2.475216,4.187427,False,22.338028,-9.886091,1.102428,3.500000,False,Regular
196,194.680000,0.000000,100.520000,165.620000,7.480000,1006.400000,905.900000,14,24.986610,2.303498,4.187427,False,24.042904,0.943706,0.105236,3.500000,False,Regular
197,194.680000,0.000000,100.520000,165.620000,7.480000,1006.400000,905.900000,28,25.724350,2.166112,4.187427,False,26.212746,-0.488397,0.054463,3.500000,False,Regular
198,194.680000,0.000000,100.520000,165.620000,7.480000,1006.400000,905.900000,56,33.963588,2.215807,4.187427,False,30.552431,3.411157,0.380388,3.500000,False,Regular
199,194.680000,0.000000,100.520000,165.620000,7.480000,1006.400000,905.900000,100,37.342020,3.024407,4.187427,False,37.371935,-0.029915,0.003336,3.500000,False,Regular
200,190.680000,0.000000,125.400000,162.140000,7.770000,1090.000000,804.010000,3,15.044366,2.307444,4.187427,False,23.061409,-8.017042,0.894005,3.500000,False,Regular
201,190.680000,0.000000,125.400000,162.140000,7.770000,1090.000000,804.010000,14,21.063492,2.137365,4.187427,False,24.766285,-3.702793,0.412910,3.500000,False,Regular
202,190.680000,0.000000,125.400000,162.140000,7.770000,1090.000000,804.010000,28,26.400036,2.009107,4.187427,False,26.936127,-0.536091,0.059781,3.500000,False,Regular
203,190.680000,0.000000,125.400000,162.140000,7.770000,1090.000000,804.010000,56,35.342540,2.102085,4.187427,False,31.275812,4.066728,0.453493,3.500000,False,Regular
204,190.680000,0.000000,125.400000,162.140000,7.770000,1090.000000,804.010000,100,40.568768,2.985713,4.187427,False,38.095316,2.473452,0.275822,3.500000,False,Regular
205,212.070000,0.000000,121.620000,180.310000,5.690000,1057.600000,779.320000,3,12.472621,2.083328,4.187427,False,21.527581,-9.054960,1.009746,3.500000,False,Regular
206,212.070000,0.000000,121.620000,180.310000,5.690000,1057.600000,779.320000,14,20.918702,1.892622,4.187427,False,23.232457,-2.313755,0.258014,3.500000,False,Regular
207,212.070000,0.000000,121.620000,180.310000,5.690000,1057.600000,779.320000,28,24.903873,1.745657,4.187427,False,25.402299,-0.498426,0.055581,3.500000,False,Regular
208,212.070000,0.000000,121.620000,180.310000,5.690000,1057.600000,779.320000,56,34.204904,1.850351,4.187427,False,29.741984,4.462920,0.497674,3.500000,False,Regular
209,212.070000,0.000000,121.620000,180.310000,5.690000,1057.600000,779.320000,100,39.610396,2.812552,4.187427,False,36.561489,3.048908,0.339993,3.500000,False,Regular
210,229.970000,0.000000,118.310000,195.470000,4.630000,1029.400000,758.590000,3,10.031876,2.653848,4.187427,False,20.308632,-10.276756,1.145992,3.500000,False,Regular
211,229.970000,0.000000,118.310000,195.470000,4.630000,1029.400000,758.590000,14,20.084436,2.504786,4.187427,False,22.013508,-1.929072,0.215117,3.500000,False,Regular
212,229.970000,0.000000,118.310000,195.470000,4.630000,1029.400000,758.590000,28,24.483293,2.392823,4.187427,False,24.183351,0.299942,0.033447,3.500000,False,Regular
213,229.970000,0.000000,118.310000,195.470000,4.630000,1029.400000,758.590000,56,31.536632,2.464707,4.187427,False,28.523035,3.013597,0.336055,3.500000,False,Regular
214,229.970000,0.000000,118.310000,195.470000,4.630000,1029.400000,758.590000,100,35.342540,3.243229,4.187427,False,35.342540,0.000000,0.000000,3.500000,False,Regular
215,190.340000,0.000000,125.180000,161.850000,9.880000,1088.100000,802.590000,3,9.445821,2.434561,4.187427,False,23.245387,-13.799566,1.538831,3.500000,False,Regular
216,190.340000,0.000000,125.180000,161.850000,9.880000,1088.100000,802.590000,14,22.718234,2.268271,4.187427,False,24.950263,-2.232029,0.248900,3.500000,False,Regular
217,190.340000,0.000000,125.180000,161.850000,9.880000,1088.100000,802.590000,28,28.468464,2.140108,4.187427,False,27.120105,1.348359,0.150360,3.500000,False,Regular
218,190.340000,0.000000,125.180000,161.850000,9.880000,1088.100000,802.590000,56,38.562393,2.212683,4.187427,False,31.459790,7.102603,0.792033,3.500000,False,Regular
219,190.340000,0.000000,125.180000,161.850000,9.880000,1088.100000,802.590000,100,40.389504,3.047527,4.187427,False,38.279294,2.110210,0.235316,3.500000,False,Regular
220,166.090000,0.000000,163.270000,176.460000,4.490000,1058.600000,780.090000,3,10.762720,2.639208,4.187427,False,20.017555,-9.254834,1.032035,3.500000,False,Regular
221,166.090000,0.000000,163.270000,176.460000,4.490000,1058.600000,780.090000,14,25.483033,2.494004,4.187427,False,21.722431,3.760602,0.419356,3.500000,False,Regular
222,166.090000,0.000000,163.270000,176.460000,4.490000,1058.600000,780.090000,28,21.539230,2.387830,4.187427,False,23.892273,-2.353043,0.262395,3.500000,False,Regular
223,166.090000,0.000000,163.270000,176.460000,4.490000,1058.600000,780.090000,56,28.627044,2.472039,4.187427,False,28.231958,0.395086,0.044057,3.500000,False,Regular
224,166.090000,0.000000,163.270000,176.460000,4.490000,1058.600000,780.090000,100,33.543007,3.263297,4.187427,False,35.051462,-1.508455,0.168212,3.500000,False,Regular
225,167.950000,42.080000,163.830000,121.750000,5.720000,1058.700000,780.110000,3,7.749710,7.659312,4.187427,True,31.412300,-23.662590,2.638687,3.500000,False,Leverage only
226,167.950000,42.080000,163.830000,121.750000,5.720000,1058.700000,780.110000,14,17.822955,7.636757,4.187427,True,33.117177,-15.294222,1.705505,3.500000,False,Leverage only
227,167.950000,42.080000,163.830000,121.750000,5.720000,1058.700000,780.110000,28,24.241976,7.636183,4.187427,True,35.287019,-11.045043,1.231666,3.500000,False,Leverage only
228,167.950000,42.080000,163.830000,121.750000,5.720000,1058.700000,780.110000,56,32.853531,7.729143,4.187427,True,39.626704,-6.773172,0.755297,3.500000,False,Leverage only
229,167.950000,42.080000,163.830000,121.750000,5.720000,1058.700000,780.110000,100,39.231184,8.116604,4.187427,True,46.446208,-7.215024,0.804569,3.500000,False,Leverage only
230,213.720000,98.050000,24.510000,181.710000,6.860000,1065.800000,785.380000,3,17.995324,2.694181,4.187427,False,23.275436,-5.280113,0.588801,3.500000,False,Regular
231,213.720000,98.050000,24.510000,181.710000,6.860000,1065.800000,785.380000,14,30.385207,2.547776,4.187427,False,24.980312,5.404895,0.602716,3.500000,False,Regular
232,213.720000,98.050000,24.510000,181.710000,6.860000,1065.800000,785.380000,28,45.705364,2.438182,4.187427,False,27.150155,18.555209,2.069148,3.500000,False,Regular
233,213.720000,98.050000,24.510000,181.710000,6.860000,1065.800000,785.380000,56,50.773013,2.509533,4.187427,False,31.489839,19.283173,2.150325,3.500000,False,Regular
234,213.720000,98.050000,24.510000,181.710000,6.860000,1065.800000,785.380000,100,53.903234,3.278345,4.187427,False,38.309344,15.593890,1.738922,3.500000,False,Regular
235,213.760000,98.060000,24.520000,181.740000,6.650000,1066.000000,785.520000,3,13.182781,2.645609,4.187427,False,23.258010,-10.075228,1.123519,3.500000,False,Regular
236,213.760000,98.060000,24.520000,181.740000,6.650000,1066.000000,785.520000,14,17.836744,2.496870,4.187427,False,24.962886,-7.126142,0.794658,3.500000,False,Regular
237,213.760000,98.060000,24.520000,181.740000,6.650000,1066.000000,785.520000,28,40.230925,2.385621,4.187427,False,27.132728,13.098197,1.460620,3.500000,False,Regular
238,213.760000,98.060000,24.520000,181.740000,6.650000,1066.000000,785.520000,56,47.132579,2.459824,4.187427,False,31.472413,15.660167,1.746313,3.500000,False,Regular
239,213.760000,98.060000,24.520000,181.740000,6.650000,1066.000000,785.520000,100,49.973220,3.242033,4.187427,False,38.291917,11.681303,1.302618,3.500000,False,Regular
240,229.680000,0.000000,118.160000,195.230000,6.130000,1028.100000,757.630000,3,13.355150,2.803524,4.187427,False,20.440245,-7.085095,0.790080,3.500000,False,Regular
241,229.680000,0.000000,118.160000,195.230000,6.130000,1028.100000,757.630000,14,22.318338,2.659391,4.187427,False,22.145121,0.173217,0.019316,3.500000,False,Regular
242,229.680000,0.000000,118.160000,195.230000,6.130000,1028.100000,757.630000,28,24.538451,2.549619,4.187427,False,24.314964,0.223487,0.024922,3.500000,False,Regular
243,229.680000,0.000000,118.160000,195.230000,6.130000,1028.100000,757.630000,56,31.350474,2.608225,4.187427,False,28.654648,2.695826,0.300620,3.500000,False,Regular
244,229.680000,0.000000,118.160000,195.230000,6.130000,1028.100000,757.630000,100,40.858348,3.342588,4.187427,False,35.474153,5.384195,0.600408,3.500000,False,Regular
245,238.050000,0.000000,94.110000,186.660000,7.000000,949.910000,847.010000,3,19.932751,2.007450,4.187427,False,21.486070,-1.553319,0.173215,3.500000,False,Regular
246,238.050000,0.000000,94.110000,186.660000,7.000000,949.910000,847.010000,14,25.689876,1.812324,4.187427,False,23.190946,2.498930,0.278663,3.500000,False,Regular
247,238.050000,0.000000,94.110000,186.660000,7.000000,949.910000,847.010000,28,30.233523,1.663199,4.187427,False,25.360789,4.872734,0.543373,3.500000,False,Regular
248,238.050000,0.000000,94.110000,186.660000,7.000000,949.910000,847.010000,56,39.589712,1.782004,4.187427,False,29.700473,9.889239,1.102779,3.500000,False,Regular
249,238.050000,0.000000,94.110000,186.660000,7.000000,949.910000,847.010000,100,44.298833,2.777369,4.187427,False,36.519978,7.778855,0.867444,3.500000,False,Regular
250,250.000000,0.000000,95.690000,187.420000,5.530000,956.860000,861.170000,3,13.817099,2.572010,4.187427,False,23.858972,-10.041873,1.119800,3.500000,False,Regular
251,250.000000,0.000000,95.690000,187.420000,5.530000,956.860000,861.170000,14,24.917663,2.409706,4.187427,False,25.563848,-0.646186,0.072058,3.500000,False,Regular
252,250.000000,0.000000,95.690000,187.420000,5.530000,956.860000,861.170000,28,29.219993,2.282092,4.187427,False,27.733691,1.486302,0.165742,3.500000,False,Regular
253,250.000000,0.000000,95.690000,187.420000,5.530000,956.860000,861.170000,56,38.327971,2.335883,4.187427,False,32.073375,6.254595,0.697469,3.500000,False,Regular
254,250.000000,0.000000,95.690000,187.420000,5.530000,956.860000,861.170000,100,42.347616,3.121176,4.187427,False,38.892880,3.454736,0.385248,3.500000,False,Regular
255,212.520000,0.000000,100.370000,159.320000,8.710000,1007.800000,903.590000,3,13.541309,2.438267,4.187427,False,25.663441,-12.122132,1.351776,3.500000,False,Regular
256,212.520000,0.000000,100.370000,159.320000,8.710000,1007.800000,903.590000,14,26.310404,2.266337,4.187427,False,27.368317,-1.057913,0.117971,3.500000,False,Regular
257,212.520000,0.000000,100.370000,159.320000,8.710000,1007.800000,903.590000,28,31.640054,2.130059,4.187427,False,29.538159,2.101895,0.234389,3.500000,False,Regular
258,212.520000,0.000000,100.370000,159.320000,8.710000,1007.800000,903.590000,56,42.547564,2.187412,4.187427,False,33.877844,8.669720,0.966787,3.500000,False,Regular
259,212.520000,0.000000,100.370000,159.320000,8.710000,1007.800000,903.590000,100,42.919881,3.011466,4.187427,False,40.697348,2.222533,0.247841,3.500000,False,Regular
260,212.570000,0.000000,100.390000,159.350000,10.370000,1003.800000,903.790000,3,13.334466,2.448766,4.187427,False,25.835158,-12.500692,1.393990,3.500000,False,Regular
261,212.570000,0.000000,100.390000,159.350000,10.370000,1003.800000,903.790000,14,25.372717,2.272853,4.187427,False,27.540034,-2.167317,0.241684,3.500000,False,Regular
262,212.570000,0.000000,100.390000,159.350000,10.370000,1003.800000,903.790000,28,37.404073,2.130507,4.187427,False,29.709876,7.694197,0.858003,3.500000,False,Regular
263,212.570000,0.000000,100.390000,159.350000,10.370000,1003.800000,903.790000,56,44.395360,2.175165,4.187427,False,34.049561,10.345799,1.153691,3.500000,False,Regular
264,212.570000,0.000000,100.390000,159.350000,10.370000,1003.800000,903.790000,100,47.739318,2.988067,4.187427,False,40.869065,6.870253,0.766123,3.500000,False,Regular
265,212.000000,0.000000,124.780000,159.000000,7.840000,1085.400000,799.540000,3,19.519066,2.316019,4.187427,False,26.058400,-6.539334,0.729221,3.500000,False,Regular
266,212.000000,0.000000,124.780000,159.000000,7.840000,1085.400000,799.540000,14,31.350474,2.151371,4.187427,False,27.763276,3.587198,0.400019,3.500000,False,Regular
267,212.000000,0.000000,124.780000,159.000000,7.840000,1085.400000,799.540000,28,38.500340,2.030411,4.187427,False,29.933118,8.567222,0.955357,3.500000,False,Regular
268,212.000000,0.000000,124.780000,159.000000,7.840000,1085.400000,799.540000,56,45.084836,2.134665,4.187427,False,34.272803,10.812033,1.205683,3.500000,False,Regular
269,212.000000,0.000000,124.780000,159.000000,7.840000,1085.400000,799.540000,100,47.815161,3.022283,4.187427,False,41.092307,6.722853,0.749686,3.500000,False,Regular
270,231.750000,0.000000,121.620000,173.960000,6.720000,1056.400000,778.450000,3,15.437368,1.931588,4.187427,False,25.094861,-9.657494,1.076936,3.500000,False,Regular
271,231.750000,0.000000,121.620000,173.960000,6.720000,1056.400000,778.450000,14,26.772353,1.728413,4.187427,False,26.799738,-0.027384,0.003054,3.500000,False,Regular
272,231.750000,0.000000,121.620000,173.960000,6.720000,1056.400000,778.450000,28,33.729166,1.572041,4.187427,False,28.969580,4.759586,0.530756,3.500000,False,Regular
273,231.750000,0.000000,121.620000,173.960000,6.720000,1056.400000,778.450000,56,42.699249,1.698529,4.187427,False,33.309265,9.389984,1.047106,3.500000,False,Regular
274,231.750000,0.000000,121.620000,173.960000,6.720000,1056.400000,778.450000,100,45.836364,2.725824,4.187427,False,40.128769,5.707595,0.636471,3.500000,False,Regular
275,251.370000,0.000000,118.270000,188.450000,5.750000,1028.400000,757.730000,3,17.223110,2.297008,4.187427,False,24.207076,-6.983966,0.778803,3.500000,False,Regular
276,251.370000,0.000000,118.270000,188.450000,5.750000,1028.400000,757.730000,14,29.930153,2.126819,4.187427,False,25.911953,4.018201,0.448082,3.500000,False,Regular
277,251.370000,0.000000,118.270000,188.450000,5.750000,1028.400000,757.730000,28,29.654363,1.998866,4.187427,False,28.081795,1.572568,0.175362,3.500000,False,Regular
278,251.370000,0.000000,118.270000,188.450000,5.750000,1028.400000,757.730000,56,36.969703,2.094173,4.187427,False,32.421480,4.548224,0.507186,3.500000,False,Regular
279,251.370000,0.000000,118.270000,188.450000,5.750000,1028.400000,757.730000,100,43.581778,2.982216,4.187427,False,39.240984,4.340794,0.484055,3.500000,False,Regular
280,251.370000,0.000000,118.270000,188.450000,6.350000,1028.400000,757.730000,3,13.120728,2.365795,4.187427,False,24.304245,-11.183516,1.247108,3.500000,False,Regular
281,251.370000,0.000000,118.270000,188.450000,6.350000,1028.400000,757.730000,14,24.428135,2.198419,4.187427,False,26.009121,-1.580986,0.176301,3.500000,False,Regular
282,251.370000,0.000000,118.270000,188.450000,6.350000,1028.400000,757.730000,28,32.660478,2.071491,4.187427,False,28.178963,4.481515,0.499747,3.500000,False,Regular
283,251.370000,0.000000,118.270000,188.450000,6.350000,1028.400000,757.730000,56,36.638755,2.157087,4.187427,False,32.518648,4.120107,0.459446,3.500000,False,Regular
284,251.370000,0.000000,118.270000,188.450000,6.350000,1028.400000,757.730000,100,44.209201,3.019411,4.187427,False,39.338152,4.871049,0.543185,3.500000,False,Regular
285,181.380000,0.000000,167.010000,169.590000,7.560000,1055.600000,777.800000,3,13.624046,2.384102,4.187427,False,23.661488,-10.037443,1.119306,3.500000,False,Regular
286,181.380000,0.000000,167.010000,169.590000,7.560000,1055.600000,777.800000,14,21.601283,2.219448,4.187427,False,25.366365,-3.765081,0.419856,3.500000,False,Regular
287,181.380000,0.000000,167.010000,169.590000,7.560000,1055.600000,777.800000,28,27.772093,2.095605,4.187427,False,27.536207,0.235886,0.026304,3.500000,False,Regular
288,181.380000,0.000000,167.010000,169.590000,7.560000,1055.600000,777.800000,56,35.570067,2.183728,4.187427,False,31.875892,3.694175,0.411949,3.500000,False,Regular
289,181.380000,0.000000,167.010000,169.590000,7.560000,1055.600000,777.800000,100,45.367521,3.042417,4.187427,False,38.695396,6.672125,0.744029,3.500000,False,Regular
290,182.040000,45.210000,121.970000,170.210000,8.190000,1059.400000,780.650000,3,7.315340,2.020732,4.187427,False,24.442728,-17.127387,1.909927,3.500000,False,Regular
291,182.040000,45.210000,121.970000,170.210000,8.190000,1059.400000,780.650000,14,21.504756,1.822186,4.187427,False,26.147604,-4.642848,0.517738,3.500000,False,Regular
292,182.040000,45.210000,121.970000,170.210000,8.190000,1059.400000,780.650000,28,31.267737,1.667213,4.187427,False,28.317446,2.950290,0.328996,3.500000,False,Regular
293,182.040000,45.210000,121.970000,170.210000,8.190000,1059.400000,780.650000,56,43.499041,1.773123,4.187427,False,32.657131,10.841910,1.209014,3.500000,False,Regular
294,182.040000,45.210000,121.970000,170.210000,8.190000,1059.400000,780.650000,100,48.670111,2.758908,4.187427,False,39.476635,9.193475,1.025192,3.500000,False,Regular
295,168.880000,42.220000,124.250000,158.330000,10.830000,1080.800000,796.150000,3,7.398077,2.521125,4.187427,False,25.355728,-17.957651,2.002512,3.500000,False,Regular
296,168.880000,42.220000,124.250000,158.330000,10.830000,1080.800000,796.150000,14,23.511132,2.361709,4.187427,False,27.060604,-3.549473,0.395812,3.500000,False,Regular
297,168.880000,42.220000,124.250000,158.330000,10.830000,1080.800000,796.150000,28,31.116052,2.239934,4.187427,False,29.230447,1.885605,0.210270,3.500000,False,Regular
298,168.880000,42.220000,124.250000,158.330000,10.830000,1080.800000,796.150000,56,39.148447,2.311375,4.187427,False,33.570131,5.578316,0.622055,3.500000,False,Regular
299,168.880000,42.220000,124.250000,158.330000,10.830000,1080.800000,796.150000,100,48.153004,3.122251,4.187427,False,40.389636,7.763368,0.865717,3.500000,False,Regular
300,290.350000,0.000000,96.180000,168.080000,9.410000,961.180000,865.000000,3,22.504497,2.012065,4.187427,False,32.593919,-10.089423,1.125102,3.500000,False,Regular
301,290.350000,0.000000,96.180000,168.080000,9.410000,961.180000,865.000000,14,34.673748,1.806012,4.187427,False,34.298795,0.374953,0.041812,3.500000,False,Regular
302,290.350000,0.000000,96.180000,168.080000,9.410000,961.180000,865.000000,28,34.735801,1.640340,4.187427,False,36.468638,-1.732837,0.193234,3.500000,False,Regular
303,290.350000,0.000000,96.180000,168.080000,9.410000,961.180000,865.000000,56,45.084836,1.730513,4.187427,False,40.808322,4.276513,0.476887,3.500000,False,Regular
304,290.350000,0.000000,96.180000,168.080000,9.410000,961.180000,865.000000,100,48.973480,2.714289,4.187427,False,47.627827,1.345653,0.150058,3.500000,False,Regular
305,277.050000,0.000000,97.390000,160.600000,11.830000,973.900000,875.610000,3,23.138815,2.137022,4.187427,False,32.796655,-9.657840,1.076975,3.500000,False,Regular
306,277.050000,0.000000,97.390000,160.600000,11.830000,973.900000,875.610000,14,41.885667,1.939229,4.187427,False,34.501531,7.384136,0.823427,3.500000,False,Regular
307,277.050000,0.000000,97.390000,160.600000,11.830000,973.900000,875.610000,28,48.284004,1.778985,4.187427,False,36.671373,11.612631,1.294960,3.500000,False,Regular
308,277.050000,0.000000,97.390000,160.600000,11.830000,973.900000,875.610000,56,51.035014,1.849064,4.187427,False,41.011058,10.023956,1.117802,3.500000,False,Regular
309,277.050000,0.000000,97.390000,160.600000,11.830000,973.900000,875.610000,100,55.640713,2.777339,4.187427,False,47.830562,7.810151,0.870934,3.500000,False,Regular
310,295.710000,0.000000,95.640000,171.540000,8.870000,955.140000,859.200000,3,22.945761,2.044683,4.187427,False,32.440594,-9.494833,1.058798,3.500000,False,Regular
311,295.710000,0.000000,95.640000,171.540000,8.870000,955.140000,859.200000,14,35.232224,1.842997,4.187427,False,34.145470,1.086754,0.121187,3.500000,False,Regular
312,295.710000,0.000000,95.640000,171.540000,8.870000,955.140000,859.200000,28,39.941345,1.681971,4.187427,False,36.315312,3.626032,0.404350,3.500000,False,Regular
313,295.710000,0.000000,95.640000,171.540000,8.870000,955.140000,859.200000,56,48.718374,1.771916,4.187427,False,40.654997,8.063377,0.899172,3.500000,False,Regular
314,295.710000,0.000000,95.640000,171.540000,8.870000,955.140000,859.200000,100,52.041648,2.742793,4.187427,False,47.474501,4.567147,0.509296,3.500000,False,Regular
315,251.810000,0.000000,99.940000,146.140000,12.350000,1006.000000,899.760000,3,21.022123,2.662529,4.187427,False,32.971648,-11.949525,1.332528,3.500000,False,Regular
316,251.810000,0.000000,99.940000,146.140000,12.350000,1006.000000,899.760000,14,33.356849,2.508167,4.187427,False,34.676524,-1.319675,0.147161,3.500000,False,Regular
317,251.810000,0.000000,99.940000,146.140000,12.350000,1006.000000,899.760000,28,33.942903,2.388596,4.187427,False,36.846366,-2.903463,0.323774,3.500000,False,Regular
318,251.810000,0.000000,99.940000,146.140000,12.350000,1006.000000,899.760000,56,44.140254,2.445456,4.187427,False,41.186051,2.954203,0.329432,3.500000,False,Regular
319,251.810000,0.000000,99.940000,146.140000,12.350000,1006.000000,899.760000,100,45.367521,3.210486,4.187427,False,48.005555,-2.638035,0.294175,3.500000,False,Regular
320,249.100000,0.000000,98.750000,158.110000,12.800000,987.760000,889.010000,3,15.361525,2.441942,4.187427,False,30.321318,-14.959793,1.668212,3.500000,False,Regular
321,249.100000,0.000000,98.750000,158.110000,12.800000,987.760000,889.010000,14,28.682202,2.264750,4.187427,False,32.026194,-3.343992,0.372899,3.500000,False,Regular
322,249.100000,0.000000,98.750000,158.110000,12.800000,987.760000,889.010000,28,30.847156,2.120843,4.187427,False,34.196036,-3.348880,0.373444,3.500000,False,Regular
323,249.100000,0.000000,98.750000,158.110000,12.800000,987.760000,889.010000,56,42.030457,2.163708,4.187427,False,38.535721,3.494736,0.389709,3.500000,False,Regular
324,249.100000,0.000000,98.750000,158.110000,12.800000,987.760000,889.010000,100,51.055698,2.977460,4.187427,False,45.355225,5.700472,0.635677,3.500000,False,Regular
325,252.310000,0.000000,98.750000,146.250000,14.170000,987.760000,889.010000,3,21.780547,2.878923,4.187427,False,32.222381,-10.441834,1.164401,3.500000,False,Regular
326,252.310000,0.000000,98.750000,146.250000,14.170000,987.760000,889.010000,14,42.292458,2.745032,4.187427,False,33.927257,8.365201,0.932829,3.500000,False,Regular
327,252.310000,0.000000,98.750000,146.250000,14.170000,987.760000,889.010000,28,50.600644,2.647105,4.187427,False,36.097099,14.503544,1.617334,3.500000,False,Regular
328,252.310000,0.000000,98.750000,146.250000,14.170000,987.760000,889.010000,56,55.826872,2.719738,4.187427,False,40.436784,15.390088,1.716195,3.500000,False,Regular
329,252.310000,0.000000,98.750000,146.250000,14.170000,987.760000,889.010000,100,60.949678,3.450300,4.187427,False,47.256289,13.693390,1.526991,3.500000,False,Regular
