RecordID,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV,RobustDistance,DistanceCutoff,OutlierFlag,OutlierStatus
173,0.139140,0.000000,4.050000,0,0.510000,5.572000,88.500000,2.596100,5,296,16.600000,396.900000,14.690000,23.100000,3.906474,4.973490,False,Inlier
174,0.091780,0.000000,4.050000,0,0.510000,6.416000,84.100000,2.646300,5,296,16.600000,395.500000,9.040000,23.600000,3.209755,4.973490,False,Inlier
175,0.084470,0.000000,4.050000,0,0.510000,5.859000,68.700000,2.701900,5,296,16.600000,393.230000,9.640000,22.600000,3.307927,4.973490,False,Inlier
176,0.066640,0.000000,4.050000,0,0.510000,6.546000,33.100000,3.132300,5,296,16.600000,390.960000,5.330000,29.400000,3.088757,4.973490,False,Inlier
177,0.070220,0.000000,4.050000,0,0.510000,6.020000,47.200000,3.554900,5,296,16.600000,393.230000,10.110000,23.200000,2.810322,4.973490,False,Inlier
178,0.054250,0.000000,4.050000,0,0.510000,6.315000,73.400000,3.317500,5,296,16.600000,395.600000,6.290000,24.600000,3.126938,4.973490,False,Inlier
179,0.066420,0.000000,4.050000,0,0.510000,6.860000,74.400000,2.915300,5,296,16.600000,391.270000,6.920000,29.900000,2.701341,4.973490,False,Inlier
180,0.057800,0.000000,2.460000,0,0.488000,6.980000,58.400000,2.829000,3,193,17.800000,396.900000,5.040000,37.200000,3.397840,4.973490,False,Inlier
181,0.065880,0.000000,2.460000,0,0.488000,7.765000,83.300000,2.741000,3,193,17.800000,395.560000,7.560000,39.800000,4.345887,4.973490,False,Inlier
182,0.068880,0.000000,2.460000,0,0.488000,6.144000,62.200000,2.597900,3,193,17.800000,396.900000,9.450000,36.200000,4.545110,4.973490,False,Inlier
183,0.091030,0.000000,2.460000,0,0.488000,7.155000,92.200000,2.700600,3,193,17.800000,394.120000,4.820000,37.900000,3.963600,4.973490,False,Inlier
184,0.100080,0.000000,2.460000,0,0.488000,6.563000,95.600000,2.847000,3,193,17.800000,396.900000,5.680000,32.500000,3.896060,4.973490,False,Inlier
185,0.083080,0.000000,2.460000,0,0.488000,5.604000,89.800000,2.987900,3,193,17.800000,391.000000,13.980000,26.400000,4.231114,4.973490,False,Inlier
186,0.060470,0.000000,2.460000,0,0.488000,6.153000,68.800000,3.279700,3,193,17.800000,387.110000,13.150000,29.600000,3.407493,4.973490,False,Inlier
187,0.056020,0.000000,2.460000,0,0.488000,7.831000,53.600000,3.199200,3,193,17.800000,392.630000,4.450000,50.000000,6.065112,4.973490,True,Outlier
188,0.078750,45.000000,3.440000,0,0.437000,6.782000,41.100000,3.788600,5,398,15.200000,393.870000,6.680000,32.000000,4.093535,4.973490,False,Inlier
189,0.125790,45.000000,3.440000,0,0.437000,6.556000,29.100000,4.566700,5,398,15.200000,382.840000,4.560000,29.800000,3.813675,4.973490,False,Inlier
190,0.083700,45.000000,3.440000,0,0.437000,7.185000,38.900000,4.566700,5,398,15.200000,396.900000,5.390000,34.900000,3.971696,4.973490,False,Inlier
191,0.090680,45.000000,3.440000,0,0.437000,6.951000,21.500000,6.479800,5,398,15.200000,377.680000,5.100000,37.000000,4.427801,4.973490,False,Inlier
192,0.069110,45.000000,3.440000,0,0.437000,6.739000,30.800000,6.479800,5,398,15.200000,389.710000,4.690000,30.500000,3.511654,4.973490,False,Inlier
193,0.086640,45.000000,3.440000,0,0.437000,7.178000,26.300000,6.479800,5,398,15.200000,390.490000,2.870000,36.400000,4.094028,4.973490,False,Inlier
194,0.021870,60.000000,2.930000,0,0.401000,6.800000,9.900000,6.219600,1,265,15.600000,393.370000,5.030000,31.100000,3.735203,4.973490,False,Inlier
195,0.014390,60.000000,2.930000,0,0.401000,6.604000,18.800000,6.219600,1,265,15.600000,376.700000,4.380000,29.100000,3.490655,4.973490,False,Inlier
196,0.013810,80.000000,0.460000,0,0.422000,7.875000,32.000000,5.648400,4,255,14.400000,394.230000,2.970000,50.000000,7.140826,4.973490,True,Outlier
197,0.040110,80.000000,1.520000,0,0.404000,7.287000,34.100000,7.309000,2,329,12.600000,396.900000,4.080000,33.300000,5.317477,4.973490,True,Outlier
198,0.046660,80.000000,1.520000,0,0.404000,7.107000,36.600000,7.309000,2,329,12.600000,354.310000,8.610000,30.300000,5.391819,4.973490,True,Outlier
199,0.037680,80.000000,1.520000,0,0.404000,7.274000,38.300000,7.309000,2,329,12.600000,392.200000,6.620000,34.600000,5.525944,4.973490,True,Outlier
200,0.031500,95.000000,1.470000,0,0.403000,6.975000,15.300000,7.653400,3,402,17.000000,396.900000,4.560000,34.900000,6.816352,4.973490,True,Outlier
201,0.017780,95.000000,1.470000,0,0.403000,7.135000,13.900000,7.653400,3,402,17.000000,384.300000,4.450000,32.900000,6.572846,4.973490,True,Outlier
202,0.034450,82.500000,2.030000,0,0.415000,6.162000,38.400000,6.270000,2,348,14.700000,393.770000,7.430000,24.100000,5.300235,4.973490,True,Outlier
203,0.021770,82.500000,2.030000,0,0.415000,7.610000,15.700000,6.270000,2,348,14.700000,395.380000,3.110000,42.300000,6.319141,4.973490,True,Outlier
204,0.035100,95.000000,2.680000,0,0.416100,7.853000,33.200000,5.118000,4,224,14.700000,392.780000,3.810000,48.500000,8.199956,4.973490,True,Outlier
205,0.020090,95.000000,2.680000,0,0.416100,8.034000,31.900000,5.118000,4,224,14.700000,390.550000,2.880000,50.000000,8.327715,4.973490,True,Outlier
206,0.136420,0.000000,10.590000,0,0.489000,5.891000,22.300000,3.945400,4,277,18.600000,396.900000,10.870000,22.600000,2.932241,4.973490,False,Inlier
207,0.229690,0.000000,10.590000,0,0.489000,6.326000,52.500000,4.354900,4,277,18.600000,394.870000,10.970000,24.400000,1.841147,4.973490,False,Inlier
208,0.251990,0.000000,10.590000,0,0.489000,5.783000,72.700000,4.354900,4,277,18.600000,389.430000,18.060000,22.500000,3.115740,4.973490,False,Inlier
209,0.135870,0.000000,10.590000,1,0.489000,6.064000,59.100000,4.239200,4,277,18.600000,381.320000,14.660000,24.400000,2.439126,4.973490,False,Inlier
210,0.435710,0.000000,10.590000,1,0.489000,5.344000,100.000000,3.875000,4,277,18.600000,396.900000,23.090000,20.000000,4.615814,4.973490,False,Inlier
211,0.174460,0.000000,10.590000,1,0.489000,5.960000,92.100000,3.877100,4,277,18.600000,393.250000,17.270000,21.700000,2.979065,4.973490,False,Inlier
212,0.375780,0.000000,10.590000,1,0.489000,5.404000,88.600000,3.665000,4,277,18.600000,395.240000,23.980000,19.300000,4.430039,4.973490,False,Inlier
213,0.217190,0.000000,10.590000,1,0.489000,5.807000,53.800000,3.652600,4,277,18.600000,390.940000,16.030000,22.400000,2.708041,4.973490,False,Inlier
214,0.140520,0.000000,10.590000,0,0.489000,6.375000,32.300000,3.945400,4,277,18.600000,385.810000,9.380000,28.100000,2.639384,4.973490,False,Inlier
215,0.289550,0.000000,10.590000,0,0.489000,5.412000,9.800000,3.587500,4,277,18.600000,348.930000,29.550000,23.700000,8.560353,4.973490,True,Outlier
216,0.198020,0.000000,10.590000,0,0.489000,6.182000,42.400000,3.945400,4,277,18.600000,393.630000,9.470000,25.000000,2.015470,4.973490,False,Inlier
217,0.045600,0.000000,13.890000,1,0.550000,5.888000,56.000000,3.112100,5,276,16.400000,392.800000,13.510000,23.300000,4.080900,4.973490,False,Inlier
218,0.070130,0.000000,13.890000,0,0.550000,6.642000,85.100000,3.421100,5,276,16.400000,392.780000,9.690000,28.700000,4.191598,4.973490,False,Inlier
219,0.110690,0.000000,13.890000,1,0.550000,5.951000,93.800000,2.889300,5,276,16.400000,396.900000,17.920000,21.500000,4.442686,4.973490,False,Inlier
220,0.114250,0.000000,13.890000,1,0.550000,6.373000,92.400000,3.363300,5,276,16.400000,393.740000,10.500000,23.000000,4.290203,4.973490,False,Inlier
221,0.358090,0.000000,6.200000,1,0.507000,6.951000,88.500000,2.861700,8,307,17.400000,391.700000,9.710000,26.700000,2.919180,4.973490,False,Inlier
222,0.407710,0.000000,6.200000,1,0.507000,6.164000,91.300000,3.048000,8,307,17.400000,395.240000,21.460000,21.700000,4.176380,4.973490,False,Inlier
223,0.623560,0.000000,6.200000,1,0.507000,6.879000,77.700000,3.272100,8,307,17.400000,390.390000,9.930000,27.500000,2.403854,4.973490,False,Inlier
224,0.614700,0.000000,6.200000,0,0.507000,6.618000,80.800000,3.272100,8,307,17.400000,396.900000,7.600000,30.100000,2.578774,4.973490,False,Inlier
225,0.315330,0.000000,6.200000,0,0.504000,8.266000,78.300000,2.894400,8,307,17.400000,385.050000,4.140000,44.800000,4.901964,4.973490,False,Inlier
226,0.526930,0.000000,6.200000,0,0.504000,8.725000,83.000000,2.894400,8,307,17.400000,382.000000,4.630000,50.000000,6.318194,4.973490,True,Outlier
227,0.382140,0.000000,6.200000,0,0.504000,8.040000,86.500000,3.215700,8,307,17.400000,387.380000,3.130000,37.600000,4.026488,4.973490,False,Inlier
228,0.412380,0.000000,6.200000,0,0.504000,7.163000,79.900000,3.215700,8,307,17.400000,372.080000,6.360000,31.600000,2.677691,4.973490,False,Inlier
229,0.298190,0.000000,6.200000,0,0.504000,7.686000,17.000000,3.375100,8,307,17.400000,377.510000,3.920000,46.700000,5.688991,4.973490,True,Outlier
230,0.441780,0.000000,6.200000,0,0.504000,6.552000,21.400000,3.375100,8,307,17.400000,380.340000,3.760000,31.500000,3.165992,4.973490,False,Inlier
231,0.537000,0.000000,6.200000,0,0.504000,5.981000,68.100000,3.671500,8,307,17.400000,378.350000,11.650000,24.300000,2.388807,4.973490,False,Inlier
232,0.462960,0.000000,6.200000,0,0.504000,7.412000,76.900000,3.671500,8,307,17.400000,376.140000,5.250000,31.700000,2.899533,4.973490,False,Inlier
233,0.575290,0.000000,6.200000,0,0.507000,8.337000,73.300000,3.838400,8,307,17.400000,385.910000,2.470000,41.700000,4.572656,4.973490,False,Inlier
234,0.331470,0.000000,6.200000,0,0.507000,8.247000,70.400000,3.651900,8,307,17.400000,378.950000,3.950000,48.300000,5.602325,4.973490,True,Outlier
235,0.447910,0.000000,6.200000,1,0.507000,6.726000,66.500000,3.651900,8,307,17.400000,360.200000,8.050000,29.000000,2.047151,4.973490,False,Inlier
236,0.330450,0.000000,6.200000,0,0.507000,6.086000,61.500000,3.651900,8,307,17.400000,376.750000,10.880000,24.000000,2.228776,4.973490,False,Inlier
237,0.520580,0.000000,6.200000,1,0.507000,6.631000,76.500000,4.148000,8,307,17.400000,388.450000,9.540000,25.100000,2.238778,4.973490,False,Inlier
238,0.511830,0.000000,6.200000,0,0.507000,7.358000,71.600000,4.148000,8,307,17.400000,390.070000,4.730000,31.500000,2.794479,4.973490,False,Inlier
239,0.082440,30.000000,4.930000,0,0.428000,6.481000,18.500000,6.189900,6,300,16.600000,379.410000,6.360000,23.700000,2.385943,4.973490,False,Inlier
240,0.092520,30.000000,4.930000,0,0.428000,6.606000,42.200000,6.189900,6,300,16.600000,383.780000,7.370000,23.300000,2.176383,4.973490,False,Inlier
241,0.113290,30.000000,4.930000,0,0.428000,6.897000,54.300000,6.336100,6,300,16.600000,391.250000,11.380000,22.000000,3.114134,4.973490,False,Inlier
242,0.106120,30.000000,4.930000,0,0.428000,6.095000,65.100000,6.336100,6,300,16.600000,394.620000,12.400000,20.100000,2.718430,4.973490,False,Inlier
243,0.102900,30.000000,4.930000,0,0.428000,6.358000,52.900000,7.035500,6,300,16.600000,372.750000,11.220000,22.200000,2.392997,4.973490,False,Inlier
244,0.127570,30.000000,4.930000,0,0.428000,6.393000,7.800000,7.035500,6,300,16.600000,374.710000,5.190000,23.700000,2.623743,4.973490,False,Inlier
245,0.206080,22.000000,5.860000,0,0.431000,5.593000,76.500000,7.954900,7,330,19.100000,372.490000,12.500000,17.600000,4.060684,4.973490,False,Inlier
246,0.191330,22.000000,5.860000,0,0.431000,5.605000,70.200000,7.954900,7,330,19.100000,389.130000,18.460000,18.500000,4.225330,4.973490,False,Inlier
247,0.339830,22.000000,5.860000,0,0.431000,6.108000,34.900000,8.055500,7,330,19.100000,390.180000,9.160000,24.300000,2.975581,4.973490,False,Inlier
248,0.196570,22.000000,5.860000,0,0.431000,6.226000,79.200000,8.055500,7,330,19.100000,376.140000,10.150000,20.500000,3.888452,4.973490,False,Inlier
249,0.164390,22.000000,5.860000,0,0.431000,6.433000,49.100000,7.826500,7,330,19.100000,374.710000,9.520000,24.500000,2.853710,4.973490,False,Inlier
250,0.190730,22.000000,5.860000,0,0.431000,6.718000,17.500000,7.826500,7,330,19.100000,393.740000,6.560000,26.200000,3.057516,4.973490,False,Inlier
251,0.140300,22.000000,5.860000,0,0.431000,6.487000,13.000000,7.396700,7,330,19.100000,396.280000,5.900000,24.400000,2.753764,4.973490,False,Inlier
252,0.214090,22.000000,5.860000,0,0.431000,6.438000,8.900000,7.396700,7,330,19.100000,377.070000,3.590000,24.800000,2.909271,4.973490,False,Inlier
253,0.082210,22.000000,5.860000,0,0.431000,6.957000,6.800000,8.906700,7,330,19.100000,386.090000,3.530000,29.600000,4.173281,4.973490,False,Inlier
254,0.368940,22.000000,5.860000,0,0.431000,8.259000,8.400000,8.906700,7,330,19.100000,396.900000,3.540000,42.800000,7.073940,4.973490,True,Outlier
255,0.048190,80.000000,3.640000,0,0.392000,6.108000,32.000000,9.220300,1,315,16.400000,392.890000,6.570000,21.900000,4.970958,4.973490,False,Inlier
256,0.035480,80.000000,3.640000,0,0.392000,5.876000,19.100000,9.220300,1,315,16.400000,395.180000,9.250000,20.900000,4.910529,4.973490,False,Inlier
257,0.015380,90.000000,3.750000,0,0.394000,7.454000,34.200000,6.336100,3,244,15.900000,386.340000,3.110000,44.000000,7.054335,4.973490,True,Outlier
258,0.611540,20.000000,3.970000,0,0.647000,8.704000,86.900000,1.801000,5,264,13.000000,389.700000,5.120000,50.000000,8.174203,4.973490,True,Outlier
259,0.663510,20.000000,3.970000,0,0.647000,7.333000,100.000000,1.894600,5,264,13.000000,383.290000,7.790000,36.000000,6.673692,4.973490,True,Outlier
260,0.656650,20.000000,3.970000,0,0.647000,6.842000,100.000000,2.010700,5,264,13.000000,391.930000,6.900000,30.100000,6.696013,4.973490,True,Outlier
261,0.540110,20.000000,3.970000,0,0.647000,7.203000,81.800000,2.112100,5,264,13.000000,392.800000,9.590000,33.800000,6.481061,4.973490,True,Outlier
262,0.534120,20.000000,3.970000,0,0.647000,7.520000,89.400000,2.139800,5,264,13.000000,388.370000,7.260000,43.100000,7.274460,4.973490,True,Outlier
263,0.520140,20.000000,3.970000,0,0.647000,8.398000,91.500000,2.288500,5,264,13.000000,386.860000,5.910000,48.800000,8.015819,4.973490,True,Outlier
264,0.825260,20.000000,3.970000,0,0.647000,7.327000,94.500000,2.078800,5,264,13.000000,393.420000,11.250000,31.000000,6.528445,4.973490,True,Outlier
265,0.550070,20.000000,3.970000,0,0.647000,7.206000,91.600000,1.930100,5,264,13.000000,387.890000,8.100000,36.500000,6.651074,4.973490,True,Outlier
266,0.761620,20.000000,3.970000,0,0.647000,5.560000,62.800000,1.986500,5,264,13.000000,392.400000,10.450000,22.800000,7.214787,4.973490,True,Outlier
267,0.785700,20.000000,3.970000,0,0.647000,7.014000,84.600000,2.132900,5,264,13.000000,384.070000,14.790000,30.700000,6.673229,4.973490,True,Outlier
268,0.578340,20.000000,3.970000,0,0.575000,8.297000,67.000000,2.421600,5,264,13.000000,384.540000,7.440000,50.000000,7.458212,4.973490,True,Outlier
269,0.540500,20.000000,3.970000,0,0.575000,7.470000,52.600000,2.872000,5,264,13.000000,390.300000,3.160000,43.500000,6.064232,4.973490,True,Outlier
270,0.090650,20.000000,6.960000,1,0.464000,5.920000,61.500000,3.917500,3,223,18.600000,391.340000,13.650000,20.700000,2.821069,4.973490,False,Inlier
271,0.299160,20.000000,6.960000,0,0.464000,5.856000,42.100000,4.429000,3,223,18.600000,388.650000,13.000000,21.100000,2.748238,4.973490,False,Inlier
272,0.162110,20.000000,6.960000,0,0.464000,6.240000,16.300000,4.429000,3,223,18.600000,396.900000,6.590000,25.200000,3.150751,4.973490,False,Inlier
273,0.114600,20.000000,6.960000,0,0.464000,6.538000,58.700000,3.917500,3,223,18.600000,394.960000,7.730000,24.400000,2.547489,4.973490,False,Inlier
274,0.221880,20.000000,6.960000,1,0.464000,7.691000,51.800000,4.366500,3,223,18.600000,390.770000,6.580000,35.200000,3.866083,4.973490,False,Inlier
275,0.056440,40.000000,6.410000,1,0.447000,6.758000,32.900000,4.077600,4,254,17.600000,396.900000,3.530000,32.400000,3.535883,4.973490,False,Inlier
276,0.096040,40.000000,6.410000,0,0.447000,6.854000,42.800000,4.267300,4,254,17.600000,396.900000,2.980000,32.000000,3.358921,4.973490,False,Inlier
277,0.104690,40.000000,6.410000,1,0.447000,7.267000,49.000000,4.787200,4,254,17.600000,389.250000,6.050000,33.200000,3.342373,4.973490,False,Inlier
278,0.061270,40.000000,6.410000,1,0.447000,6.826000,27.600000,4.862800,4,254,17.600000,393.450000,4.160000,33.100000,3.288368,4.973490,False,Inlier
279,0.079780,40.000000,6.410000,0,0.447000,6.482000,32.100000,4.140300,4,254,17.600000,396.900000,7.190000,29.100000,3.434324,4.973490,False,Inlier
280,0.210380,20.000000,3.330000,0,0.442900,6.812000,32.200000,4.100700,5,216,14.900000,396.900000,4.850000,35.100000,3.495473,4.973490,False,Inlier
281,0.035780,20.000000,3.330000,0,0.442900,7.820000,64.500000,4.694700,5,216,14.900000,387.310000,3.760000,45.400000,4.890670,4.973490,False,Inlier
282,0.037050,20.000000,3.330000,0,0.442900,6.968000,37.200000,5.244700,5,216,14.900000,392.230000,4.590000,35.400000,3.239512,4.973490,False,Inlier
283,0.061290,20.000000,3.330000,1,0.442900,7.645000,49.700000,5.211900,5,216,14.900000,377.070000,3.010000,46.000000,4.890452,4.973490,False,Inlier
284,0.015010,90.000000,1.210000,1,0.401000,7.923000,24.800000,5.885000,1,198,13.600000,395.520000,3.160000,50.000000,7.787888,4.973490,True,Outlier
285,0.009060,90.000000,2.970000,0,0.400000,7.088000,20.800000,7.307300,1,285,15.300000,394.720000,7.850000,32.200000,5.691054,4.973490,True,Outlier
286,0.010960,55.000000,2.250000,0,0.389000,6.453000,31.900000,7.307300,1,300,15.300000,394.720000,8.230000,22.000000,3.410257,4.973490,False,Inlier
287,0.019650,80.000000,1.760000,0,0.385000,6.230000,31.500000,9.089200,1,241,18.200000,341.600000,12.930000,20.100000,5.298967,4.973490,True,Outlier
288,0.038710,52.500000,5.320000,0,0.405000,6.209000,31.300000,7.317200,6,293,16.600000,396.900000,7.140000,23.200000,3.079045,4.973490,False,Inlier
289,0.045900,52.500000,5.320000,0,0.405000,6.315000,45.600000,7.317200,6,293,16.600000,396.900000,7.600000,22.300000,3.282556,4.973490,False,Inlier
290,0.042970,52.500000,5.320000,0,0.405000,6.565000,22.900000,7.317200,6,293,16.600000,371.720000,9.510000,24.800000,3.228605,4.973490,False,Inlier
291,0.035020,80.000000,4.950000,0,0.411000,6.861000,27.900000,5.116700,4,245,19.200000,396.900000,3.330000,28.500000,6.633478,4.973490,True,Outlier
292,0.078860,80.000000,4.950000,0,0.411000,7.148000,27.700000,5.116700,4,245,19.200000,396.900000,3.560000,37.300000,7.048169,4.973490,True,Outlier
293,0.036150,80.000000,4.950000,0,0.411000,6.630000,23.400000,5.116700,4,245,19.200000,396.900000,4.700000,27.900000,6.648991,4.973490,True,Outlier
294,0.082650,0.000000,13.920000,0,0.437000,6.127000,18.400000,5.502700,4,289,16.000000,396.900000,8.580000,23.900000,4.376904,4.973490,False,Inlier
295,0.081990,0.000000,13.920000,0,0.437000,6.009000,42.300000,5.502700,4,289,16.000000,396.900000,10.400000,21.700000,4.271645,4.973490,False,Inlier
296,0.129320,0.000000,13.920000,0,0.437000,6.678000,31.100000,5.960400,4,289,16.000000,396.900000,6.270000,28.600000,4.502273,4.973490,False,Inlier
297,0.053720,0.000000,13.920000,0,0.437000,6.549000,51.000000,5.960400,4,289,16.000000,392.850000,7.390000,27.100000,4.535672,4.973490,False,Inlier
298,0.141030,0.000000,13.920000,0,0.437000,5.790000,58.000000,6.320000,4,289,16.000000,396.900000,15.840000,20.300000,4.905084,4.973490,False,Inlier
299,0.064660,70.000000,2.240000,0,0.400000,6.345000,20.100000,7.827800,5,358,14.800000,368.240000,4.970000,22.500000,4.187850,4.973490,False,Inlier
300,0.055610,70.000000,2.240000,0,0.400000,7.041000,10.000000,7.827800,5,358,14.800000,371.580000,4.740000,29.000000,4.125828,4.973490,False,Inlier
301,0.044170,70.000000,2.240000,0,0.400000,6.871000,47.400000,7.827800,5,358,14.800000,390.860000,6.070000,24.800000,4.305276,4.973490,False,Inlier
302,0.035370,34.000000,6.090000,0,0.433000,6.590000,40.400000,5.491700,7,329,16.100000,395.750000,9.500000,22.000000,2.887665,4.973490,False,Inlier
303,0.092660,34.000000,6.090000,0,0.433000,6.495000,18.400000,5.491700,7,329,16.100000,383.610000,8.670000,26.400000,2.679329,4.973490,False,Inlier
304,0.100000,34.000000,6.090000,0,0.433000,6.982000,17.700000,5.491700,7,329,16.100000,390.430000,4.860000,33.100000,2.724961,4.973490,False,Inlier
305,0.055150,33.000000,2.180000,0,0.472000,7.236000,41.100000,4.022000,7,222,18.400000,393.680000,6.930000,36.100000,4.573939,4.973490,False,Inlier
306,0.054790,33.000000,2.180000,0,0.472000,6.616000,58.100000,3.370000,7,222,18.400000,393.360000,8.930000,28.400000,4.360214,4.973490,False,Inlier
307,0.075030,33.000000,2.180000,0,0.472000,7.420000,71.900000,3.099200,7,222,18.400000,396.900000,6.470000,33.400000,4.714956,4.973490,False,Inlier
308,0.049320,33.000000,2.180000,0,0.472000,6.849000,70.300000,3.182700,7,222,18.400000,396.900000,7.530000,28.200000,4.496967,4.973490,False,Inlier
309,0.492980,0.000000,9.900000,0,0.544000,6.635000,82.500000,3.317500,4,304,18.400000,396.900000,4.540000,22.800000,3.150274,4.973490,False,Inlier
310,0.349400,0.000000,9.900000,0,0.544000,5.972000,76.700000,3.102500,4,304,18.400000,396.240000,9.970000,20.300000,2.122148,4.973490,False,Inlier
311,2.635480,0.000000,9.900000,0,0.544000,4.973000,37.800000,2.519400,4,304,18.400000,350.450000,12.640000,16.100000,4.155722,4.973490,False,Inlier
312,0.790410,0.000000,9.900000,0,0.544000,6.122000,52.800000,2.640300,4,304,18.400000,396.900000,5.980000,22.100000,2.828171,4.973490,False,Inlier
313,0.261690,0.000000,9.900000,0,0.544000,6.023000,90.400000,2.834000,4,304,18.400000,396.300000,11.720000,19.400000,2.279730,4.973490,False,Inlier
314,0.269380,0.000000,9.900000,0,0.544000,6.266000,82.800000,3.262800,4,304,18.400000,393.390000,7.900000,21.600000,2.404630,4.973490,False,Inlier
315,0.369200,0.000000,9.900000,0,0.544000,6.567000,87.300000,3.602300,4,304,18.400000,395.690000,9.280000,23.800000,2.074963,4.973490,False,Inlier
316,0.253560,0.000000,9.900000,0,0.544000,5.705000,77.700000,3.945000,4,304,18.400000,396.420000,11.500000,16.200000,2.523631,4.973490,False,Inlier
317,0.318270,0.000000,9.900000,0,0.544000,5.914000,83.200000,3.998600,4,304,18.400000,390.700000,18.330000,17.800000,2.372059,4.973490,False,Inlier
318,0.245220,0.000000,9.900000,0,0.544000,5.782000,71.700000,4.031700,4,304,18.400000,396.900000,15.940000,19.800000,2.100113,4.973490,False,Inlier
319,0.402020,0.000000,9.900000,0,0.544000,6.382000,67.200000,3.532500,4,304,18.400000,395.210000,10.360000,23.100000,1.505327,4.973490,False,Inlier
320,0.475470,0.000000,9.900000,0,0.544000,6.113000,58.800000,4.001900,4,304,18.400000,396.230000,12.730000,21.000000,1.705930,4.973490,False,Inlier
321,0.167600,0.000000,7.380000,0,0.493000,6.426000,52.300000,4.540400,5,287,19.600000,396.900000,7.200000,23.800000,1.580008,4.973490,False,Inlier
322,0.181590,0.000000,7.380000,0,0.493000,6.376000,54.300000,4.540400,5,287,19.600000,396.900000,6.870000,23.100000,1.676954,4.973490,False,Inlier
323,0.351140,0.000000,7.380000,0,0.493000,6.041000,49.900000,4.721100,5,287,19.600000,396.900000,7.700000,20.400000,1.908581,4.973490,False,Inlier
324,0.283920,0.000000,7.380000,0,0.493000,5.708000,74.300000,4.721100,5,287,19.600000,391.130000,11.740000,18.500000,2.124939,4.973490,False,Inlier
325,0.341090,0.000000,7.380000,0,0.493000,6.415000,40.100000,4.721100,5,287,19.600000,396.900000,6.120000,25.000000,1.904351,4.973490,False,Inlier
326,0.191860,0.000000,7.380000,0,0.493000,6.431000,14.700000,5.415900,5,287,19.600000,393.680000,5.080000,24.600000,3.036003,4.973490,False,Inlier
327,0.303470,0.000000,7.380000,0,0.493000,6.312000,28.900000,5.415900,5,287,19.600000,396.900000,6.150000,23.000000,2.407807,4.973490,False,Inlier
328,0.241030,0.000000,7.380000,0,0.493000,6.083000,43.700000,5.415900,5,287,19.600000,396.900000,12.790000,22.200000,2.146882,4.973490,False,Inlier
329,0.066170,0.000000,3.240000,0,0.460000,5.868000,25.800000,5.214600,4,430,16.900000,382.440000,9.970000,19.300000,4.987485,4.973490,True,Outlier
330,0.067240,0.000000,3.240000,0,0.460000,6.333000,17.200000,5.214600,4,430,16.900000,375.210000,7.340000,22.600000,5.112982,4.973490,True,Outlier
331,0.045440,0.000000,3.240000,0,0.460000,6.144000,32.200000,5.873600,4,430,16.900000,368.570000,9.090000,19.800000,5.000605,4.973490,True,Outlier
332,0.050230,35.000000,6.060000,0,0.437900,5.706000,28.400000,6.640700,1,304,16.900000,394.020000,12.430000,17.100000,2.796994,4.973490,False,Inlier
333,0.034660,35.000000,6.060000,0,0.437900,6.031000,23.300000,6.640700,1,304,16.900000,362.250000,7.830000,19.400000,2.717134,4.973490,False,Inlier
334,0.050830,0.000000,5.190000,0,0.515000,6.316000,38.100000,6.458400,5,224,20.200000,389.710000,5.680000,22.200000,3.474850,4.973490,False,Inlier
335,0.037380,0.000000,5.190000,0,0.515000,6.310000,38.500000,6.458400,5,224,20.200000,389.400000,6.750000,20.700000,3.479344,4.973490,False,Inlier
336,0.039610,0.000000,5.190000,0,0.515000,6.037000,34.500000,5.985300,5,224,20.200000,396.900000,8.010000,21.100000,3.245456,4.973490,False,Inlier
337,0.034270,0.000000,5.190000,0,0.515000,5.869000,46.300000,5.231100,5,224,20.200000,396.900000,9.800000,19.500000,2.911344,4.973490,False,Inlier
338,0.030410,0.000000,5.190000,0,0.515000,5.895000,59.600000,5.615000,5,224,20.200000,394.810000,10.560000,18.500000,2.885671,4.973490,False,Inlier
339,0.033060,0.000000,5.190000,0,0.515000,6.059000,37.300000,4.812200,5,224,20.200000,396.140000,8.510000,20.600000,3.095332,4.973490,False,Inlier
340,0.054970,0.000000,5.190000,0,0.515000,5.985000,45.400000,4.812200,5,224,20.200000,396.900000,9.740000,19.000000,2.979866,4.973490,False,Inlier
341,0.061510,0.000000,5.190000,0,0.515000,5.968000,58.500000,4.812200,5,224,20.200000,396.900000,9.290000,18.700000,2.866812,4.973490,False,Inlier
342,0.013010,35.000000,1.520000,0,0.442000,7.241000,49.300000,7.037900,1,284,15.500000,394.740000,5.490000,32.700000,3.634479,4.973490,False,Inlier
343,0.024980,0.000000,1.890000,0,0.518000,6.540000,59.700000,6.266900,1,422,15.900000,389.960000,8.650000,16.500000,6.935243,4.973490,True,Outlier
344,0.025430,55.000000,3.780000,0,0.484000,6.696000,56.400000,5.732100,5,370,17.600000,396.900000,7.180000,23.900000,3.513814,4.973490,False,Inlier
345,0.030490,55.000000,3.780000,0,0.484000,6.874000,28.100000,6.465400,5,370,17.600000,387.970000,4.610000,31.200000,3.953589,4.973490,False,Inlier
